gene_callers_id	source	accession	function
6848727	InterPro	IPR002937	Amine oxidase
1704009	InterPro	IPR012910	TonB-dependent receptor, plug domain
1704009	InterPro	IPR000531	TonB-dependent receptor-like, beta-barrel
3801508	InterPro	-	-
786568	InterPro	-	-
786568	InterPro	IPR012910	TonB-dependent receptor, plug domain
6553786	InterPro	IPR024084	Isopropylmalate dehydrogenase-like domain
4653274	InterPro	IPR007862	Adenylate kinase, active site lid domain
4653274	InterPro	-	-
3309957	InterPro	IPR024370	PBP domain
13336754	InterPro	IPR031309	Large ribosomal subunit protein uL5, C-terminal
13336754	InterPro	IPR031310	Large ribosomal subunit protein uL5, N-terminal
1638843	InterPro	IPR012318	Crp-type HTH domain
14549363	InterPro	IPR001107	Band 7 domain
13336767	InterPro	IPR000456	Large ribosomal subunit protein bL17
721281	InterPro	IPR007210	ABC-type glycine betaine transport system, substrate-binding domain
4850124	InterPro	IPR000652	Triosephosphate isomerase
2129962	InterPro	IPR002423	Chaperonin Cpn60/GroEL/TCP-1 family
1933634	InterPro	IPR004088	K Homology domain, type 1
1933634	InterPro	IPR003029	S1 domain
1933634	InterPro	IPR015847	Exoribonuclease, phosphorolytic domain 2
1933634	InterPro	IPR015847	Exoribonuclease, phosphorolytic domain 2
1933634	InterPro	IPR015848	Polyribonucleotide nucleotidyltransferase, RNA-binding domain
1933634	InterPro	IPR001247	Exoribonuclease, phosphorolytic domain 1
1933634	InterPro	IPR001247	Exoribonuclease, phosphorolytic domain 1
4620650	InterPro	IPR015810	Photosynthetic reaction centre, H subunit, N-terminal
4620650	InterPro	IPR027275	PRC-barrel domain
3211399	InterPro	IPR000531	TonB-dependent receptor-like, beta-barrel
3211399	InterPro	IPR012910	TonB-dependent receptor, plug domain
11534551	InterPro	IPR000531	TonB-dependent receptor-like, beta-barrel
11534551	InterPro	IPR012910	TonB-dependent receptor, plug domain
16515129	InterPro	IPR046358	Flagellin, C-terminal domain
16515129	InterPro	IPR001029	Flagellin, N-terminal domain
13336744	InterPro	IPR013025	Large ribosomal subunit protein uL23-like
5996585	InterPro	IPR012910	TonB-dependent receptor, plug domain
5996585	InterPro	IPR000531	TonB-dependent receptor-like, beta-barrel
10322069	InterPro	IPR002898	MotA/TolQ/ExbB proton channel
10584286	InterPro	IPR000889	Glutathione peroxidase
4718739	InterPro	IPR000194	ATPase, F1/V1/A1 complex, alpha/beta subunit, nucleotide-binding domain
4718739	InterPro	IPR011113	Rho termination factor, RNA-binding domain
13336757	InterPro	IPR020040	Large ribosomal subunit protein uL6, alpha-beta domain
13336757	InterPro	IPR020040	Large ribosomal subunit protein uL6, alpha-beta domain
11632823	InterPro	IPR020818	GroES chaperonin family
10682587	InterPro	IPR000795	Translational (tr)-type GTP-binding domain
10682587	InterPro	IPR004160	Translation elongation factor EFTu/EF1A, C-terminal
10682587	InterPro	IPR004161	Translation elongation factor EFTu-like, domain 2
16417026	InterPro	-	-
16417026	InterPro	IPR012910	TonB-dependent receptor, plug domain
14483474	InterPro	IPR018389	TRAP transporter solute receptor DctP
10944864	InterPro	IPR000740	GrpE nucleotide exchange factor
7504090	InterPro	IPR008147	Glutamine synthetase, N-terminal domain
7504090	InterPro	IPR008146	Glutamine synthetase, catalytic domain
13336753	InterPro	IPR005824	KOW
13336753	InterPro	IPR003256	Large ribosomal subunit protein uL24
8618046	InterPro	IPR013126	Heat shock protein 70 family
13042039	InterPro	IPR031322	Shikimate kinase/gluconokinase
13828321	InterPro	IPR013611	Transport-associated OB, type 2
13828321	InterPro	IPR003439	ABC transporter-like, ATP-binding domain
13336766	InterPro	IPR011262	DNA-directed RNA polymerase, insert domain
13336766	InterPro	IPR011260	RNA polymerase, alpha subunit, C-terminal
13336766	InterPro	IPR011263	DNA-directed RNA polymerase, RpoA/D/Rpb3-type
13336743	InterPro	IPR002136	Large ribosomal subunit protein uL4
10060005	InterPro	IPR020058	Glutamyl/glutaminyl-tRNA synthetase, class Ib, catalytic domain
10060005	InterPro	IPR045462	Aminoacyl-tRNA synthetase, class I, anticodon-binding
9175358	InterPro	IPR000194	ATPase, F1/V1/A1 complex, alpha/beta subunit, nucleotide-binding domain
9175358	InterPro	IPR000793	ATP synthase, alpha subunit, C-terminal
4522311	InterPro	IPR006127	Periplasmic solute binding protein, ZnuA-like
3703205	InterPro	IPR007644	RNA polymerase, beta subunit, protrusion
3703205	InterPro	IPR007642	RNA polymerase Rpb2, domain 2
3703205	InterPro	IPR007642	RNA polymerase Rpb2, domain 2
3703205	InterPro	IPR019462	DNA-directed RNA polymerase, beta subunit, external 1 domain
3703205	InterPro	IPR007645	RNA polymerase Rpb2, domain 3
3703205	InterPro	IPR007120	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
3703205	InterPro	IPR007641	RNA polymerase Rpb2, domain 7
4456664	InterPro	IPR000531	TonB-dependent receptor-like, beta-barrel
4456664	InterPro	IPR012910	TonB-dependent receptor, plug domain
11338077	InterPro	IPR001638	Solute-binding protein family 3/N-terminal domain of MltF
1769575	InterPro	IPR000531	TonB-dependent receptor-like, beta-barrel
1769575	InterPro	IPR012910	TonB-dependent receptor, plug domain
8421445	InterPro	IPR000218	Large ribosomal subunit protein uL14
8421445	InterPro	IPR031309	Large ribosomal subunit protein uL5, C-terminal
7078171	InterPro	IPR001926	Tryptophan synthase beta chain-like, PALP domain
1278222	InterPro	IPR000119	Histone-like DNA-binding protein
10289546	InterPro	IPR023631	Amidase signature domain
2425114	InterPro	IPR020980	Menbrane protein HflK, N-terminal
2425114	InterPro	IPR001107	Band 7 domain
1572907	InterPro	IPR012910	TonB-dependent receptor, plug domain
16515144	InterPro	IPR001638	Solute-binding protein family 3/N-terminal domain of MltF
7602190	InterPro	IPR012910	TonB-dependent receptor, plug domain
7602190	InterPro	IPR000531	TonB-dependent receptor-like, beta-barrel
10715479	InterPro	IPR004100	ATPase, F1/V1/A1 complex, alpha/beta subunit, N-terminal domain
10715479	InterPro	IPR000194	ATPase, F1/V1/A1 complex, alpha/beta subunit, nucleotide-binding domain
15008102	InterPro	IPR012910	TonB-dependent receptor, plug domain
15008102	InterPro	-	-
15008102	InterPro	IPR000531	TonB-dependent receptor-like, beta-barrel
7504057	InterPro	IPR013126	Heat shock protein 70 family
11796857	InterPro	IPR001585	Transaldolase/Fructose-6-phosphate aldolase
12845114	InterPro	IPR004099	Pyridine nucleotide-disulphide oxidoreductase, dimerisation domain
12845114	InterPro	IPR023753	FAD/NAD(P)-binding domain
14549285	InterPro	IPR000531	TonB-dependent receptor-like, beta-barrel
14549285	InterPro	IPR012910	TonB-dependent receptor, plug domain
2130172	InterPro	IPR003008	Tubulin/FtsZ, GTPase domain
2130172	InterPro	IPR018316	Tubulin/FtsZ, 2-layer sandwich domain
11436115	InterPro	IPR020990	Carboxysome assembly protein CsoS2/2B
11436115	InterPro	IPR020990	Carboxysome assembly protein CsoS2/2B
11501759	InterPro	IPR012910	TonB-dependent receptor, plug domain
15237584	InterPro	IPR003029	S1 domain
15237584	InterPro	IPR004088	K Homology domain, type 1
3019195	InterPro	IPR002423	Chaperonin Cpn60/GroEL/TCP-1 family
12358408	InterPro	IPR001029	Flagellin, N-terminal domain
12358408	InterPro	IPR046358	Flagellin, C-terminal domain
2888175	InterPro	IPR002423	Chaperonin Cpn60/GroEL/TCP-1 family
16093847	InterPro	IPR000194	ATPase, F1/V1/A1 complex, alpha/beta subunit, nucleotide-binding domain
16093847	InterPro	IPR004100	ATPase, F1/V1/A1 complex, alpha/beta subunit, N-terminal domain
11211427	InterPro	IPR000194	ATPase, F1/V1/A1 complex, alpha/beta subunit, nucleotide-binding domain
11211427	InterPro	IPR004100	ATPase, F1/V1/A1 complex, alpha/beta subunit, N-terminal domain
6329028	InterPro	IPR006667	SLC41A/MgtE, integral membrane domain
6329028	InterPro	IPR000644	CBS domain
6329028	InterPro	IPR000644	CBS domain
6329028	InterPro	IPR006668	Magnesium transporter, MgtE intracellular domain
13341178	InterPro	IPR018389	TRAP transporter solute receptor DctP
7738191	InterPro	IPR007081	RNA polymerase Rpb1, domain 5
14291645	InterPro	IPR033900	Porin domain, Gram-negative type
2036152	InterPro	IPR007210	ABC-type glycine betaine transport system, substrate-binding domain
7246508	InterPro	IPR000531	TonB-dependent receptor-like, beta-barrel
7246508	InterPro	IPR012910	TonB-dependent receptor, plug domain
15634983	InterPro	IPR004000	Actin family
15929788	InterPro	IPR003959	ATPase, AAA-type, core
15929788	InterPro	IPR019489	Clp ATPase, C-terminal
15929788	InterPro	IPR010603	Zinc finger, ClpX C4-type
11539171	InterPro	IPR000531	TonB-dependent receptor-like, beta-barrel
11539171	InterPro	IPR012910	TonB-dependent receptor, plug domain
11539171	InterPro	-	-
6394312	InterPro	IPR041715	Class II Histidinyl-tRNA synthetase (HisRS)-like catalytic core domain
9015816	InterPro	IPR006665	OmpA-like domain
12292577	InterPro	-	-
11178607	InterPro	IPR018389	TRAP transporter solute receptor DctP
2560614	InterPro	IPR013317	Chromosomal replication initiator protein DnaA
2560614	InterPro	IPR024633	DnaA N-terminal domain
2560614	InterPro	IPR013159	Chromosomal replication initiator, DnaA C-terminal
10326614	InterPro	IPR001107	Band 7 domain
3641993	InterPro	IPR006059	Bacterial-type extracellular solute-binding protein
1905406	InterPro	-	-
11539170	InterPro	IPR041662	SusD-like 2
12751411	InterPro	IPR002423	Chaperonin Cpn60/GroEL/TCP-1 family
12030544	InterPro	IPR012910	TonB-dependent receptor, plug domain
9966391	InterPro	IPR000531	TonB-dependent receptor-like, beta-barrel
9966391	InterPro	IPR012910	TonB-dependent receptor, plug domain
3150327	InterPro	IPR012938	Glucose/Sorbosone dehydrogenase
4330162	InterPro	IPR002187	Nitrogen regulatory protein PII
4395593	InterPro	IPR013823	Large ribosomal subunit protein bL12, C-terminal
4395593	InterPro	IPR008932	Large ribosomal subunit protein bL12, oligomerization
11112989	InterPro	IPR023798	Small ribosomal subunit protein uS7 domain
15929785	InterPro	-	-
15929785	InterPro	-	-
8458697	InterPro	IPR006059	Bacterial-type extracellular solute-binding protein
12325553	InterPro	IPR000873	AMP-dependent synthetase/ligase domain
12325553	InterPro	IPR025110	AMP-binding enzyme, C-terminal domain
14881315	InterPro	IPR000846	Dihydrodipicolinate reductase, N-terminal
14881315	InterPro	IPR022663	Dihydrodipicolinate reductase, C-terminal
14225974	InterPro	IPR000531	TonB-dependent receptor-like, beta-barrel
16487012	InterPro	IPR000889	Glutathione peroxidase
2855615	InterPro	-	-
2855615	InterPro	IPR000531	TonB-dependent receptor-like, beta-barrel
2855615	InterPro	IPR012910	TonB-dependent receptor, plug domain
8851963	InterPro	IPR022635	DNA polymerase III, beta sliding clamp, C-terminal
8851963	InterPro	IPR022637	DNA polymerase III, beta sliding clamp, central
8851963	InterPro	IPR022634	DNA polymerase III, beta sliding clamp, N-terminal
397755	InterPro	IPR001638	Solute-binding protein family 3/N-terminal domain of MltF
11342402	InterPro	IPR003367	Thrombospondin, type 3-like repeat
13963953	InterPro	IPR012910	TonB-dependent receptor, plug domain
15700499	InterPro	IPR033900	Porin domain, Gram-negative type
8196657	InterPro	IPR002068	Alpha crystallin/Hsp20 domain
3445383	InterPro	IPR004160	Translation elongation factor EFTu/EF1A, C-terminal
3445383	InterPro	IPR004161	Translation elongation factor EFTu-like, domain 2
3445383	InterPro	IPR000795	Translational (tr)-type GTP-binding domain
2527827	InterPro	IPR012318	Crp-type HTH domain
11637507	InterPro	IPR033900	Porin domain, Gram-negative type
12882568	InterPro	IPR041546	ClpA/ClpB, AAA lid domain
12882568	InterPro	IPR003959	ATPase, AAA-type, core
12882568	InterPro	IPR003959	ATPase, AAA-type, core
12882568	InterPro	IPR004176	Clp, repeat (R) domain
12882568	InterPro	IPR004176	Clp, repeat (R) domain
12882568	InterPro	IPR019489	Clp ATPase, C-terminal
15929786	InterPro	IPR000119	Histone-like DNA-binding protein
8688384	InterPro	IPR003439	ABC transporter-like, ATP-binding domain
4658000	InterPro	IPR002423	Chaperonin Cpn60/GroEL/TCP-1 family
16093992	InterPro	IPR007372	Lipid/polyisoprenoid-binding, YceI-like
11604460	InterPro	IPR002898	MotA/TolQ/ExbB proton channel
6165072	InterPro	IPR001247	Exoribonuclease, phosphorolytic domain 1
6165072	InterPro	IPR015847	Exoribonuclease, phosphorolytic domain 2
6165072	InterPro	IPR015848	Polyribonucleotide nucleotidyltransferase, RNA-binding domain
6165072	InterPro	IPR004088	K Homology domain, type 1
6165072	InterPro	IPR003029	S1 domain
13243021	InterPro	IPR012910	TonB-dependent receptor, plug domain
13243021	InterPro	-	-
10130014	InterPro	IPR000277	Cys/Met metabolism, pyridoxal phosphate-dependent enzyme
13800256	InterPro	IPR033900	Porin domain, Gram-negative type
5378878	InterPro	IPR002222	Small ribosomal subunit protein uS19
10588627	InterPro	IPR041569	AAA ATPase, AAA+ lid domain
10588627	InterPro	IPR003959	ATPase, AAA-type, core
10588627	InterPro	IPR000642	Peptidase M41
8852244	InterPro	IPR001900	Ribonuclease II/R
8852244	InterPro	IPR013223	Ribonuclease B, N-terminal OB domain
8852244	InterPro	IPR003029	S1 domain
5050953	InterPro	IPR006665	OmpA-like domain
2855376	InterPro	IPR041662	SusD-like 2
8851956	InterPro	IPR002898	MotA/TolQ/ExbB proton channel
8851958	InterPro	-	-
8851958	InterPro	IPR019734	Tetratricopeptide repeat
8851958	InterPro	-	-
15798790	InterPro	IPR018389	TRAP transporter solute receptor DctP
12817130	InterPro	IPR028081	Leucine-binding protein domain
12063327	InterPro	IPR001638	Solute-binding protein family 3/N-terminal domain of MltF
14521084	InterPro	IPR001107	Band 7 domain
14521084	InterPro	IPR031905	Flotillin, C-terminal domain
15405839	InterPro	IPR006140	D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain
15405839	InterPro	IPR045626	D-3-phosphoglycerate dehydrogenase, ASB domain
15405839	InterPro	IPR006139	D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain
13243022	InterPro	IPR033985	SusD-like, N-terminal
13243022	InterPro	IPR012944	RagB/SusD domain
332515	InterPro	IPR020829	Glyceraldehyde 3-phosphate dehydrogenase, catalytic domain
332515	InterPro	IPR020828	Glyceraldehyde 3-phosphate dehydrogenase, NAD(P) binding domain
234178	InterPro	IPR002423	Chaperonin Cpn60/GroEL/TCP-1 family
9408949	InterPro	IPR008147	Glutamine synthetase, N-terminal domain
9408949	InterPro	IPR008146	Glutamine synthetase, catalytic domain
3412729	InterPro	IPR011486	Putative beta-barrel porin-2, OmpL-like. bbp2
7541368	InterPro	IPR005804	Fatty acid desaturase domain
14324461	InterPro	IPR033900	Porin domain, Gram-negative type
16650906	InterPro	IPR012910	TonB-dependent receptor, plug domain
8491722	InterPro	-	-
14717374	InterPro	IPR024757	Cell division protein FtsZ, C-terminal
14717374	InterPro	IPR003008	Tubulin/FtsZ, GTPase domain
103046	InterPro	IPR012910	TonB-dependent receptor, plug domain
1839634	InterPro	IPR011852	TRAP transporter solute receptor, TAXI family
9376424	InterPro	IPR010810	Flagellin hook, IN motif
9376424	InterPro	IPR046358	Flagellin, C-terminal domain
9376424	InterPro	IPR001029	Flagellin, N-terminal domain
201483	InterPro	IPR002423	Chaperonin Cpn60/GroEL/TCP-1 family
4821478	InterPro	IPR003959	ATPase, AAA-type, core
4821478	InterPro	IPR008269	Peptidase S16, Lon proteolytic domain
4821478	InterPro	IPR003111	Lon protease, N-terminal domain
3150660	InterPro	IPR002423	Chaperonin Cpn60/GroEL/TCP-1 family
7607012	InterPro	IPR003029	S1 domain
7607012	InterPro	IPR004088	K Homology domain, type 1
7607012	InterPro	IPR015847	Exoribonuclease, phosphorolytic domain 2
7607012	InterPro	IPR015847	Exoribonuclease, phosphorolytic domain 2
7607012	InterPro	IPR015848	Polyribonucleotide nucleotidyltransferase, RNA-binding domain
7607012	InterPro	IPR001247	Exoribonuclease, phosphorolytic domain 1
7607012	InterPro	IPR001247	Exoribonuclease, phosphorolytic domain 1
6984429	InterPro	IPR003008	Tubulin/FtsZ, GTPase domain
6984429	InterPro	IPR018316	Tubulin/FtsZ, 2-layer sandwich domain
4297249	InterPro	IPR000119	Histone-like DNA-binding protein
16159528	InterPro	IPR027486	Small ribosomal subunit protein uS10 domain
14291763	InterPro	IPR002898	MotA/TolQ/ExbB proton channel
14029414	InterPro	IPR000194	ATPase, F1/V1/A1 complex, alpha/beta subunit, nucleotide-binding domain
14029414	InterPro	IPR004100	ATPase, F1/V1/A1 complex, alpha/beta subunit, N-terminal domain
9081409	InterPro	IPR013977	Glycine cleavage T-protein, C-terminal barrel domain
9081409	InterPro	IPR006222	Aminomethyltransferase, folate-binding domain
9736775	InterPro	IPR033900	Porin domain, Gram-negative type
15926146	InterPro	IPR032331	Protein of unknown function DUF4856
12517964	InterPro	IPR003959	ATPase, AAA-type, core
12517964	InterPro	IPR011546	Peptidase M41, FtsH extracellular
4325997	InterPro	-	-
8323822	InterPro	IPR012910	TonB-dependent receptor, plug domain
11764345	InterPro	IPR041546	ClpA/ClpB, AAA lid domain
11764345	InterPro	IPR003959	ATPase, AAA-type, core
11764345	InterPro	IPR019489	Clp ATPase, C-terminal
11764345	InterPro	IPR003959	ATPase, AAA-type, core
7078524	InterPro	IPR017926	Glutamine amidotransferase
7078524	InterPro	IPR017456	CTP synthase, N-terminal
10879673	InterPro	IPR004000	Actin family
3703634	InterPro	IPR008254	Flavodoxin/nitric oxide synthase
6291958	InterPro	IPR012910	TonB-dependent receptor, plug domain
5866089	InterPro	IPR020980	Menbrane protein HflK, N-terminal
5866089	InterPro	IPR001107	Band 7 domain
10519054	InterPro	IPR006059	Bacterial-type extracellular solute-binding protein
14549885	InterPro	IPR000531	TonB-dependent receptor-like, beta-barrel
14549885	InterPro	IPR012910	TonB-dependent receptor, plug domain
11698975	InterPro	IPR024041	Ammonium transporter AmtB-like domain
4981447	InterPro	IPR012910	TonB-dependent receptor, plug domain
4981447	InterPro	-	-
492467	InterPro	IPR012910	TonB-dependent receptor, plug domain
492467	InterPro	IPR000531	TonB-dependent receptor-like, beta-barrel
1868282	InterPro	IPR000795	Translational (tr)-type GTP-binding domain
1868282	InterPro	IPR004160	Translation elongation factor EFTu/EF1A, C-terminal
1868282	InterPro	IPR004161	Translation elongation factor EFTu-like, domain 2
6685611	InterPro	IPR003685	Photosystem I PsaD
1475490	InterPro	IPR020057	Large ribosomal subunit protein bL25, beta domain
1475490	InterPro	IPR029751	Large ribosomal subunit protein bL25, L25 domain
6357514	InterPro	IPR001638	Solute-binding protein family 3/N-terminal domain of MltF
11305432	InterPro	IPR021751	Protein of unknown function DUF3318
1573573	InterPro	IPR040582	MalK-like, OB fold domain
1573573	InterPro	IPR003439	ABC transporter-like, ATP-binding domain
2491137	InterPro	IPR001638	Solute-binding protein family 3/N-terminal domain of MltF
10158831	InterPro	IPR012910	TonB-dependent receptor, plug domain
4490025	InterPro	IPR003959	ATPase, AAA-type, core
4490025	InterPro	IPR003959	ATPase, AAA-type, core
3572237	InterPro	IPR016188	PurM-like, N-terminal domain
3572237	InterPro	IPR016188	PurM-like, N-terminal domain
3572237	InterPro	IPR010918	PurM-like, C-terminal domain
3572237	InterPro	IPR010918	PurM-like, C-terminal domain
3572237	InterPro	IPR041609	Phosphoribosylformylglycinamidine synthase, linker domain
4325881	InterPro	IPR004044	K Homology domain, type 2
4325881	InterPro	IPR001351	Small ribosomal subunit protein uS3, C-terminal
8618623	InterPro	IPR003423	Outer membrane efflux protein
8618623	InterPro	IPR003423	Outer membrane efflux protein
11568045	InterPro	IPR012910	TonB-dependent receptor, plug domain
11568045	InterPro	IPR000531	TonB-dependent receptor-like, beta-barrel
9142866	InterPro	IPR033900	Porin domain, Gram-negative type
10355576	InterPro	IPR020810	Enolase, C-terminal TIM barrel domain
10355576	InterPro	IPR020811	Enolase, N-terminal
3899941	InterPro	IPR001789	Signal transduction response regulator, receiver domain
3899941	InterPro	IPR001867	OmpR/PhoB-type DNA-binding domain
12059231	InterPro	IPR001107	Band 7 domain
10552123	InterPro	IPR000119	Histone-like DNA-binding protein
15696707	InterPro	IPR000531	TonB-dependent receptor-like, beta-barrel
16909089	InterPro	IPR028203	Photosynthesis system II assembly factor Ycf48/Hcf136-like domain
6095336	InterPro	IPR002423	Chaperonin Cpn60/GroEL/TCP-1 family
10846792	InterPro	IPR048950	Ppx/GppA phosphatase, C-terminal
10846792	InterPro	IPR003695	Ppx/GppA phosphatase, N-terminal
12223266	InterPro	IPR001425	Archaeal/bacterial/fungal rhodopsins
5636996	InterPro	IPR000531	TonB-dependent receptor-like, beta-barrel
5636996	InterPro	IPR012910	TonB-dependent receptor, plug domain
16909102	InterPro	IPR011263	DNA-directed RNA polymerase, RpoA/D/Rpb3-type
16909102	InterPro	IPR011262	DNA-directed RNA polymerase, insert domain
16909102	InterPro	IPR011260	RNA polymerase, alpha subunit, C-terminal
6882105	InterPro	IPR000531	TonB-dependent receptor-like, beta-barrel
6882105	InterPro	IPR012910	TonB-dependent receptor, plug domain
13239190	InterPro	IPR007641	RNA polymerase Rpb2, domain 7
13239190	InterPro	IPR007120	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
15106614	InterPro	IPR028203	Photosynthesis system II assembly factor Ycf48/Hcf136-like domain
4260698	InterPro	IPR000722	RNA polymerase, alpha subunit
4260698	InterPro	IPR000722	RNA polymerase, alpha subunit
4260698	InterPro	IPR007066	RNA polymerase Rpb1, domain 3
4260698	InterPro	IPR007080	RNA polymerase Rpb1, domain 1
4260698	InterPro	IPR007083	RNA polymerase Rpb1, domain 4
4260698	InterPro	IPR007081	RNA polymerase Rpb1, domain 5
4326157	InterPro	IPR000531	TonB-dependent receptor-like, beta-barrel
4916031	InterPro	IPR012910	TonB-dependent receptor, plug domain
4916031	InterPro	IPR000531	TonB-dependent receptor-like, beta-barrel
8979197	InterPro	IPR001638	Solute-binding protein family 3/N-terminal domain of MltF
754259	InterPro	IPR015590	Aldehyde dehydrogenase domain
8946467	InterPro	IPR012910	TonB-dependent receptor, plug domain
1901096	InterPro	IPR003439	ABC transporter-like, ATP-binding domain
2523633	InterPro	IPR012910	TonB-dependent receptor, plug domain
2523633	InterPro	IPR000531	TonB-dependent receptor-like, beta-barrel
5898969	InterPro	IPR001857	Large ribosomal subunit protein bL19
16483098	InterPro	IPR008146	Glutamine synthetase, catalytic domain
16483098	InterPro	IPR008147	Glutamine synthetase, N-terminal domain
7537373	InterPro	IPR006665	OmpA-like domain
9208353	InterPro	IPR003959	ATPase, AAA-type, core
9208353	InterPro	IPR041569	AAA ATPase, AAA+ lid domain
9208353	InterPro	IPR000642	Peptidase M41
9208353	InterPro	IPR011546	Peptidase M41, FtsH extracellular
16417256	InterPro	IPR002423	Chaperonin Cpn60/GroEL/TCP-1 family
5964386	InterPro	IPR001029	Flagellin, N-terminal domain
12223308	InterPro	IPR002109	Glutaredoxin
12223308	InterPro	IPR005175	PPC domain
3572225	InterPro	IPR012910	TonB-dependent receptor, plug domain
6161287	InterPro	IPR004160	Translation elongation factor EFTu/EF1A, C-terminal
6161287	InterPro	IPR004161	Translation elongation factor EFTu-like, domain 2
6161287	InterPro	IPR000795	Translational (tr)-type GTP-binding domain
10027829	InterPro	IPR001926	Tryptophan synthase beta chain-like, PALP domain
918192	InterPro	IPR011263	DNA-directed RNA polymerase, RpoA/D/Rpb3-type
918192	InterPro	IPR011260	RNA polymerase, alpha subunit, C-terminal
918192	InterPro	IPR011262	DNA-directed RNA polymerase, insert domain
10912421	InterPro	IPR000782	FAS1 domain
4325871	InterPro	IPR013810	Small ribosomal subunit protein uS5, N-terminal
4325871	InterPro	IPR005324	Small ribosomal subunit protein uS5, C-terminal
11862956	InterPro	IPR031778	Sortilin, N-terminal
10355246	InterPro	IPR002423	Chaperonin Cpn60/GroEL/TCP-1 family
8618733	InterPro	IPR010727	Protein of unknown function DUF1302
230319	InterPro	IPR015848	Polyribonucleotide nucleotidyltransferase, RNA-binding domain
230319	InterPro	IPR004088	K Homology domain, type 1
230319	InterPro	IPR015847	Exoribonuclease, phosphorolytic domain 2
230319	InterPro	IPR015847	Exoribonuclease, phosphorolytic domain 2
230319	InterPro	IPR001247	Exoribonuclease, phosphorolytic domain 1
230319	InterPro	IPR001247	Exoribonuclease, phosphorolytic domain 1
9110113	InterPro	IPR003029	S1 domain
9110113	InterPro	IPR003029	S1 domain
14123859	InterPro	IPR014774	KaiC-like domain
14123859	InterPro	IPR014774	KaiC-like domain
5178224	InterPro	IPR002372	Pyrrolo-quinoline quinone repeat
