gene_callers_id	source	accession	function
1704009	Pfam	PF07715	TonB-dependent Receptor Plug Domain
786568	Pfam	PF13715	CarboxypepD_reg-like domain
786568	Pfam	PF07715	TonB-dependent Receptor Plug Domain
6553786	Pfam	PF00180	Isocitrate/isopropylmalate dehydrogenase
4653274	Pfam	PF00406	Adenylate kinase
4653274	Pfam	PF05191	Adenylate kinase, active site lid
13336754	Pfam	PF00281	Ribosomal protein L5
13336754	Pfam	PF00673	ribosomal L5P family C-terminus
6160575	Pfam	PF13609	Gram-negative porin
13336767	Pfam	PF01196	Ribosomal protein L17
2129962	Pfam	PF00118	TCP-1/cpn60 chaperonin family
3211399	Pfam	PF00593	TonB dependent receptor
3211399	Pfam	PF07715	TonB-dependent Receptor Plug Domain
7503954	Pfam	PF13609	Gram-negative porin
11534551	Pfam	PF07715	TonB-dependent Receptor Plug Domain
11534551	Pfam	PF00593	TonB dependent receptor
16515129	Pfam	PF00700	Bacterial flagellin C-terminal helical region
16515129	Pfam	PF00669	Bacterial flagellin N-terminal helical region
13336744	Pfam	PF00276	Ribosomal protein L23
14680210	Pfam	PF04481	Protein of unknown function (DUF561)
5996585	Pfam	PF00593	TonB dependent receptor
5996585	Pfam	PF07715	TonB-dependent Receptor Plug Domain
10322069	Pfam	PF01618	MotA/TolQ/ExbB proton channel family
10584286	Pfam	PF00255	Glutathione peroxidase
4718739	Pfam	PF00006	ATP synthase alpha/beta family, nucleotide-binding domain
4718739	Pfam	PF07497	Rho termination factor, RNA-binding domain
13336757	Pfam	PF00347	Ribosomal protein L6
13336757	Pfam	PF00347	Ribosomal protein L6
11632823	Pfam	PF00166	Chaperonin 10 Kd subunit
10682587	Pfam	PF00009	Elongation factor Tu GTP binding domain
10682587	Pfam	PF03143	Elongation factor Tu C-terminal domain
10682587	Pfam	PF03144	Elongation factor Tu domain 2
16417026	Pfam	PF07715	TonB-dependent Receptor Plug Domain
16417026	Pfam	PF13715	CarboxypepD_reg-like domain
14483474	Pfam	PF03480	Bacterial extracellular solute-binding protein, family 7
13336751	Pfam	PF00366	Ribosomal protein S17
14483652	Pfam	PF13609	Gram-negative porin
7504090	Pfam	PF00120	Glutamine synthetase, catalytic domain
7504090	Pfam	PF03951	Glutamine synthetase, beta-Grasp domain
13336753	Pfam	PF17136	Ribosomal proteins 50S L24/mitochondrial 39S L24
8618046	Pfam	PF00012	Hsp70 protein
13828321	Pfam	PF00005	ABC transporter
13828321	Pfam	PF08402	TOBE domain
10027274	Pfam	PF00011	Hsp20/alpha crystallin family
13336766	Pfam	PF01193	RNA polymerase Rpb3/Rpb11 dimerisation domain
13336766	Pfam	PF01000	RNA polymerase Rpb3/RpoA insert domain
13336766	Pfam	PF03118	Bacterial RNA polymerase, alpha chain C terminal domain
13336743	Pfam	PF00573	Ribosomal protein L4/L1 family
10060005	Pfam	PF00749	tRNA synthetases class I (E and Q), catalytic domain
10060005	Pfam	PF19269	Anticodon binding domain
4456664	Pfam	PF00593	TonB dependent receptor
4456664	Pfam	PF07715	TonB-dependent Receptor Plug Domain
1769575	Pfam	PF00593	TonB dependent receptor
1769575	Pfam	PF07715	TonB-dependent Receptor Plug Domain
8421445	Pfam	PF00673	ribosomal L5P family C-terminus
8421445	Pfam	PF00238	Ribosomal protein L14p/L23e
7078171	Pfam	PF00291	Pyridoxal-phosphate dependent enzyme
1278222	Pfam	PF00216	Bacterial DNA-binding protein
5144689	Pfam	PF05443	ROS/MUCR transcriptional regulator protein
6619316	Pfam	PF00318	Ribosomal protein S2
2425114	Pfam	PF01145	SPFH domain / Band 7 family
1572907	Pfam	PF07715	TonB-dependent Receptor Plug Domain
14647582	Pfam	PF03726	Polyribonucleotide nucleotidyltransferase, RNA binding domain
14647582	Pfam	PF01138	3' exoribonuclease family, domain 1
14647582	Pfam	PF01138	3' exoribonuclease family, domain 1
14647582	Pfam	PF00013	KH domain
14647582	Pfam	PF03725	3' exoribonuclease family, domain 2
16515144	Pfam	PF00497	Bacterial extracellular solute-binding proteins, family 3
7602190	Pfam	PF07715	TonB-dependent Receptor Plug Domain
7602190	Pfam	PF00593	TonB dependent receptor
11632765	Pfam	PF07980	SusD family
11632765	Pfam	PF14322	Starch-binding associating with outer membrane
16449678	Pfam	PF02881	SRP54-type protein, helical bundle domain
16449678	Pfam	PF00448	SRP54-type protein, GTPase domain
7504057	Pfam	PF00012	Hsp70 protein
12845114	Pfam	PF07992	Pyridine nucleotide-disulphide oxidoreductase
12845114	Pfam	PF02852	Pyridine nucleotide-disulphide oxidoreductase, dimerisation domain
14188689	Pfam	PF02470	MlaD protein
13336758	Pfam	PF00861	Ribosomal L18 of archaea, bacteria, mitoch. and chloroplast
2130172	Pfam	PF00091	Tubulin/FtsZ family, GTPase domain
2130172	Pfam	PF03953	Tubulin C-terminal domain
11436115	Pfam	PF12288	Carboxysome shell peptide mid-region
11436115	Pfam	PF12288	Carboxysome shell peptide mid-region
11501759	Pfam	PF07715	TonB-dependent Receptor Plug Domain
12286644	Pfam	PF02355	Protein export membrane protein
12286644	Pfam	PF21760	Protein translocase subunit SecDF, P1 domain, N-terminal
10025682	Pfam	PF07690	Major Facilitator Superfamily
10025682	Pfam	PF07690	Major Facilitator Superfamily
10746558	Pfam	PF21291	Cyanate hydratase, N-terminal
10746558	Pfam	PF02560	Cyanate lyase C-terminal domain
8190490	Pfam	PF00593	TonB dependent receptor
8190490	Pfam	PF07715	TonB-dependent Receptor Plug Domain
14547564	Pfam	PF00593	TonB dependent receptor
14547564	Pfam	PF07715	TonB-dependent Receptor Plug Domain
12253679	Pfam	PF07715	TonB-dependent Receptor Plug Domain
8583751	Pfam	PF03109	ABC1 atypical kinase-like domain
1997216	Pfam	PF00118	TCP-1/cpn60 chaperonin family
3701287	Pfam	PF03572	Peptidase family S41
3701287	Pfam	PF17820	PDZ domain
8944319	Pfam	PF01145	SPFH domain / Band 7 family
15006292	Pfam	PF12221	Bacterial membrane protein N terminal
15006292	Pfam	PF01145	SPFH domain / Band 7 family
16677471	Pfam	PF00593	TonB dependent receptor
16677471	Pfam	PF07715	TonB-dependent Receptor Plug Domain
6224346	Pfam	PF00474	Sodium:solute symporter family
6224346	Pfam	PF00474	Sodium:solute symporter family
12778068	Pfam	PF00005	ABC transporter
12679894	Pfam	PF13609	Gram-negative porin
7240271	Pfam	PF04966	Carbohydrate-selective porin, OprB family
11729596	Pfam	PF07715	TonB-dependent Receptor Plug Domain
11729596	Pfam	PF13715	CarboxypepD_reg-like domain
11729596	Pfam	PF00593	TonB dependent receptor
7698994	Pfam	PF00502	Phycobilisome protein
7698994	Pfam	PF00502	Phycobilisome protein
7698994	Pfam	PF00427	Phycobilisome Linker polypeptide
7928508	Pfam	PF07715	TonB-dependent Receptor Plug Domain
7928508	Pfam	PF13620	Carboxypeptidase regulatory-like domain
11336410	Pfam	PF07715	TonB-dependent Receptor Plug Domain
11336410	Pfam	PF00593	TonB dependent receptor
10877416	Pfam	PF00486	Transcriptional regulatory protein, C terminal
10877416	Pfam	PF00072	Response regulator receiver domain
10386133	Pfam	PF17804	Tail specific protease N-terminal domain
10386133	Pfam	PF03572	Peptidase family S41
10386133	Pfam	PF00595	PDZ domain
10386133	Pfam	PF11818	C-terminal domain of tail specific protease (DUF3340)
8977077	Pfam	PF00497	Bacterial extracellular solute-binding proteins, family 3
10746233	Pfam	PF00199	Catalase
16021889	Pfam	PF13343	Bacterial extracellular solute-binding protein
14809513	Pfam	PF11924	Inverse autotransporter, beta-domain
9108181	Pfam	PF07715	TonB-dependent Receptor Plug Domain
9108181	Pfam	PF00593	TonB dependent receptor
16120191	Pfam	PF01408	Oxidoreductase family, NAD-binding Rossmann fold
16120191	Pfam	PF02894	Oxidoreductase family, C-terminal alpha/beta domain
4422243	Pfam	PF00593	TonB dependent receptor
4422243	Pfam	PF07715	TonB-dependent Receptor Plug Domain
4422243	Pfam	PF13715	CarboxypepD_reg-like domain
15989319	Pfam	PF03951	Glutamine synthetase, beta-Grasp domain
15989319	Pfam	PF00120	Glutamine synthetase, catalytic domain
3242591	Pfam	PF00478	IMP dehydrogenase / GMP reductase domain
3242591	Pfam	PF00571	CBS domain
3242591	Pfam	PF00571	CBS domain
16186034	Pfam	PF00909	Ammonium Transporter Family
14055854	Pfam	PF07715	TonB-dependent Receptor Plug Domain
9566736	Pfam	PF00004	ATPase family associated with various cellular activities (AAA)
10320590	Pfam	PF13379	NMT1-like family
9173514	Pfam	PF13609	Gram-negative porin
1571514	Pfam	PF13416	Bacterial extracellular solute-binding protein
13236591	Pfam	PF07980	SusD family
13236591	Pfam	PF14322	Starch-binding associating with outer membrane
11631177	Pfam	PF00593	TonB dependent receptor
11631177	Pfam	PF07715	TonB-dependent Receptor Plug Domain
3603169	Pfam	PF03480	Bacterial extracellular solute-binding protein, family 7
2849268	Pfam	PF00497	Bacterial extracellular solute-binding proteins, family 3
12679699	Pfam	PF02826	D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain
12679699	Pfam	PF00389	D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain
16906940	Pfam	PF02897	Prolyl oligopeptidase, N-terminal beta-propeller domain
16906940	Pfam	PF00326	Prolyl oligopeptidase family
10517197	Pfam	PF02608	ABC transporter substrate-binding protein PnrA-like
195037	Pfam	PF01343	Peptidase family S49
11401798	Pfam	PF02608	ABC transporter substrate-binding protein PnrA-like
11696621	Pfam	PF00593	TonB dependent receptor
11172466	Pfam	PF00118	TCP-1/cpn60 chaperonin family
5962367	Pfam	PF21760	Protein translocase subunit SecDF, P1 domain, N-terminal
5962367	Pfam	PF02355	Protein export membrane protein
11893452	Pfam	PF00009	Elongation factor Tu GTP binding domain
11893452	Pfam	PF03144	Elongation factor Tu domain 2
11893452	Pfam	PF03143	Elongation factor Tu C-terminal domain
13892292	Pfam	PF00909	Ammonium Transporter Family
14449005	Pfam	PF13589	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase
14449005	Pfam	PF00183	Hsp90 protein
8649332	Pfam	PF01547	Bacterial extracellular solute-binding protein
14711459	Pfam	PF01145	SPFH domain / Band 7 family
16513670	Pfam	PF06723	MreB/Mbl protein
1276339	Pfam	PF03144	Elongation factor Tu domain 2
1276339	Pfam	PF00009	Elongation factor Tu GTP binding domain
654029	Pfam	PF02874	ATP synthase alpha/beta family, beta-barrel domain
654029	Pfam	PF00006	ATP synthase alpha/beta family, nucleotide-binding domain
10025633	Pfam	PF00111	2Fe-2S iron-sulfur cluster binding domain
7272851	Pfam	PF21614	Domain of unknown function (DUF6854)
7272851	Pfam	PF21614	Domain of unknown function (DUF6854)
326123	Pfam	PF00410	Ribosomal protein S8
11368979	Pfam	PF13609	Gram-negative porin
3045815	Pfam	PF13180	PDZ domain
3045815	Pfam	PF13365	Trypsin-like peptidase domain
883113	Pfam	PF00543	Nitrogen regulatory protein P-II
2324884	Pfam	PF10128	Glucose-6-phosphate dehydrogenase subunit N-terminal domain
2324884	Pfam	PF20171	Glucose-6-phosphate dehydrogenase subunit C-terminal domain
16415093	Pfam	PF03450	CO dehydrogenase flavoprotein C-terminal domain
16415093	Pfam	PF00941	FAD binding domain in molybdopterin dehydrogenase
6683094	Pfam	PF00497	Bacterial extracellular solute-binding proteins, family 3
4586214	Pfam	PF02798	Glutathione S-transferase, N-terminal domain
13040083	Pfam	PF02321	Outer membrane efflux protein
13040083	Pfam	PF02321	Outer membrane efflux protein
7699031	Pfam	PF03480	Bacterial extracellular solute-binding protein, family 7
6191624	Pfam	PF13715	CarboxypepD_reg-like domain
6191624	Pfam	PF07715	TonB-dependent Receptor Plug Domain
15202670	Pfam	PF00118	TCP-1/cpn60 chaperonin family
5798257	Pfam	PF13609	Gram-negative porin
11270685	Pfam	PF01145	SPFH domain / Band 7 family
5765497	Pfam	PF01547	Bacterial extracellular solute-binding protein
8911328	Pfam	PF13416	Bacterial extracellular solute-binding protein
11958836	Pfam	PF02874	ATP synthase alpha/beta family, beta-barrel domain
11958836	Pfam	PF00006	ATP synthase alpha/beta family, nucleotide-binding domain
15595954	Pfam	PF02321	Outer membrane efflux protein
15595954	Pfam	PF02321	Outer membrane efflux protein
3701245	Pfam	PF07715	TonB-dependent Receptor Plug Domain
3701245	Pfam	PF00593	TonB dependent receptor
1112492	Pfam	PF01103	Omp85 superfamily domain
10877453	Pfam	PF00006	ATP synthase alpha/beta family, nucleotide-binding domain
5831172	Pfam	PF02608	ABC transporter substrate-binding protein PnrA-like
8911442	Pfam	PF17862	AAA+ lid domain
8911442	Pfam	PF01434	Peptidase family M41
8911442	Pfam	PF06480	FtsH Extracellular
8911442	Pfam	PF00004	ATPase family associated with various cellular activities (AAA)
10680826	Pfam	PF13715	CarboxypepD_reg-like domain
10680826	Pfam	PF07715	TonB-dependent Receptor Plug Domain
2292361	Pfam	PF07715	TonB-dependent Receptor Plug Domain
2292361	Pfam	PF00593	TonB dependent receptor
10025684	Pfam	PF02608	ABC transporter substrate-binding protein PnrA-like
5798487	Pfam	PF13609	Gram-negative porin
4656356	Pfam	PF13416	Bacterial extracellular solute-binding protein
8097103	Pfam	PF14250	AbrB-like transcriptional regulator
13896969	Pfam	PF01053	Cys/Met metabolism PLP-dependent enzyme
8883477	Pfam	PF01036	Bacteriorhodopsin-like protein
11635916	Pfam	PF00216	Bacterial DNA-binding protein
5967046	Pfam	PF00072	Response regulator receiver domain
15961273	Pfam	PF01297	Zinc-uptake complex component A periplasmic
8260919	Pfam	PF12221	Bacterial membrane protein N terminal
8260919	Pfam	PF01145	SPFH domain / Band 7 family
11963445	Pfam	PF00669	Bacterial flagellin N-terminal helical region
11963445	Pfam	PF00700	Bacterial flagellin C-terminal helical region
10587452	Pfam	PF04984	Phage tail sheath protein subtilisin-like domain
10587452	Pfam	PF17482	Phage tail sheath C-terminal domain
15830158	Pfam	PF00575	S1 RNA binding domain
15830158	Pfam	PF00575	S1 RNA binding domain
15830158	Pfam	PF00575	S1 RNA binding domain
15830158	Pfam	PF00575	S1 RNA binding domain
1051926	Pfam	PF00254	FKBP-type peptidyl-prolyl cis-trans isomerase
1051926	Pfam	PF01346	Domain amino terminal to FKBP-type peptidyl-prolyl isomerase
1051926	Pfam	PF03030	Inorganic H+ pyrophosphatase
11078989	Pfam	PF00124	Photosynthetic reaction centre protein
10816725	Pfam	PF00691	OmpA family
6720839	Pfam	PF02129	X-Pro dipeptidyl-peptidase (S15 family)
10423435	Pfam	PF13343	Bacterial extracellular solute-binding protein
4918451	Pfam	PF00162	Phosphoglycerate kinase
6360191	Pfam	PF12327	FtsZ family, C-terminal domain
13012218	Pfam	PF00216	Bacterial DNA-binding protein
15699029	Pfam	PF00497	Bacterial extracellular solute-binding proteins, family 3
12848363	Pfam	PF07715	TonB-dependent Receptor Plug Domain
12848363	Pfam	PF00593	TonB dependent receptor
9604292	Pfam	PF05239	PRC-barrel domain
9604292	Pfam	PF03967	Photosynthetic reaction centre, H-chain N-terminal region
15830161	Pfam	PF00578	AhpC/TSA family
15830161	Pfam	PF10417	C-terminal domain of 1-Cys peroxiredoxin
8359023	Pfam	PF13609	Gram-negative porin
7802156	Pfam	PF00155	Aminotransferase class I and II
8555579	Pfam	PF00076	RNA recognition motif
16223361	Pfam	PF05018	CFA20 domain
5508278	Pfam	PF00291	Pyridoxal-phosphate dependent enzyme
8654048	Pfam	PF13609	Gram-negative porin
625773	Pfam	PF14250	AbrB-like transcriptional regulator
5934301	Pfam	PF00925	GTP cyclohydrolase II
5934301	Pfam	PF00926	3,4-dihydroxy-2-butanone 4-phosphate synthase
5082221	Pfam	PF00462	Glutaredoxin
1117240	Pfam	PF13609	Gram-negative porin
16420056	Pfam	PF07715	TonB-dependent Receptor Plug Domain
16420056	Pfam	PF13715	CarboxypepD_reg-like domain
16420056	Pfam	PF00593	TonB dependent receptor
6425895	Pfam	PF07715	TonB-dependent Receptor Plug Domain
6425895	Pfam	PF13715	CarboxypepD_reg-like domain
6425895	Pfam	PF00593	TonB dependent receptor
7834723	Pfam	PF03989	DNA gyrase C-terminal domain, beta-propeller
7834723	Pfam	PF03989	DNA gyrase C-terminal domain, beta-propeller
7834723	Pfam	PF03989	DNA gyrase C-terminal domain, beta-propeller
7834723	Pfam	PF03989	DNA gyrase C-terminal domain, beta-propeller
7834723	Pfam	PF00521	DNA gyrase/topoisomerase IV, subunit A
3312741	Pfam	PF00474	Sodium:solute symporter family
1019008	Pfam	PF08240	Alcohol dehydrogenase GroES-like domain
1019008	Pfam	PF00107	Zinc-binding dehydrogenase
10095727	Pfam	PF13433	Periplasmic binding protein domain
167042	Pfam	PF04069	Substrate binding domain of ABC-type glycine betaine transport system
10161221	Pfam	PF03725	3' exoribonuclease family, domain 2
10161221	Pfam	PF00575	S1 RNA binding domain
10161221	Pfam	PF00013	KH domain
10161221	Pfam	PF03726	Polyribonucleotide nucleotidyltransferase, RNA binding domain
10161221	Pfam	PF01138	3' exoribonuclease family, domain 1
10161221	Pfam	PF01138	3' exoribonuclease family, domain 1
10194017	Pfam	PF00502	Phycobilisome protein
13176040	Pfam	PF00593	TonB dependent receptor
13176040	Pfam	PF13715	CarboxypepD_reg-like domain
13176040	Pfam	PF07715	TonB-dependent Receptor Plug Domain
5475460	Pfam	PF07715	TonB-dependent Receptor Plug Domain
5475460	Pfam	PF00593	TonB dependent receptor
5836009	Pfam	PF00005	ABC transporter
13110451	Pfam	PF00691	OmpA family
12913840	Pfam	PF09055	Nickel-containing superoxide dismutase
11799677	Pfam	PF00421	Photosystem II protein
2231432	Pfam	PF00118	TCP-1/cpn60 chaperonin family
12029187	Pfam	PF02803	Thiolase, C-terminal domain
12029187	Pfam	PF00108	Thiolase, N-terminal domain
527627	Pfam	PF00593	TonB dependent receptor
13339941	Pfam	PF01716	Manganese-stabilising protein / photosystem II polypeptide
6098238	Pfam	PF12741	Susd and RagB outer membrane lipoprotein
2231422	Pfam	PF02874	ATP synthase alpha/beta family, beta-barrel domain
2231422	Pfam	PF00006	ATP synthase alpha/beta family, nucleotide-binding domain
13274301	Pfam	PF00072	Response regulator receiver domain
13274301	Pfam	PF00486	Transcriptional regulatory protein, C terminal
4656351	Pfam	PF00593	TonB dependent receptor
527431	Pfam	PF04560	RNA polymerase Rpb2, domain 7
527431	Pfam	PF10385	RNA polymerase beta subunit external 1 domain
527431	Pfam	PF00562	RNA polymerase Rpb2, domain 6
527431	Pfam	PF04563	RNA polymerase beta subunit
527431	Pfam	PF04561	RNA polymerase Rpb2, domain 2
527431	Pfam	PF04561	RNA polymerase Rpb2, domain 2
527431	Pfam	PF04565	RNA polymerase Rpb2, domain 3
8490047	Pfam	PF13343	Bacterial extracellular solute-binding protein
11766848	Pfam	PF01053	Cys/Met metabolism PLP-dependent enzyme
6425896	Pfam	PF14322	Starch-binding associating with outer membrane
6425896	Pfam	PF07980	SusD family
11340960	Pfam	PF05000	RNA polymerase Rpb1, domain 4
11340960	Pfam	PF04983	RNA polymerase Rpb1, domain 3
11340960	Pfam	PF04998	RNA polymerase Rpb1, domain 5
11340960	Pfam	PF04997	RNA polymerase Rpb1, domain 1
11340960	Pfam	PF00623	RNA polymerase Rpb1, domain 2
11340960	Pfam	PF00623	RNA polymerase Rpb1, domain 2
14322913	Pfam	PF00593	TonB dependent receptor
4820278	Pfam	PF00909	Ammonium Transporter Family
5868797	Pfam	PF00593	TonB dependent receptor
5868797	Pfam	PF07715	TonB-dependent Receptor Plug Domain
462067	Pfam	PF00497	Bacterial extracellular solute-binding proteins, family 3
16059665	Pfam	PF13609	Gram-negative porin
13208618	Pfam	PF00210	Ferritin-like domain
5049548	Pfam	PF00006	ATP synthase alpha/beta family, nucleotide-binding domain
5049548	Pfam	PF02874	ATP synthase alpha/beta family, beta-barrel domain
12258471	Pfam	PF00750	tRNA synthetases class I (R)
12258471	Pfam	PF03485	Arginyl tRNA synthetase N terminal domain
12258471	Pfam	PF05746	DALR anticodon binding domain
4689005	Pfam	PF13416	Bacterial extracellular solute-binding protein
10292315	Pfam	PF13609	Gram-negative porin
1805514	Pfam	PF04561	RNA polymerase Rpb2, domain 2
1805514	Pfam	PF04561	RNA polymerase Rpb2, domain 2
2231431	Pfam	PF00166	Chaperonin 10 Kd subunit
2788398	Pfam	PF04561	RNA polymerase Rpb2, domain 2
2788398	Pfam	PF04563	RNA polymerase beta subunit
2788398	Pfam	PF04565	RNA polymerase Rpb2, domain 3
2788398	Pfam	PF00562	RNA polymerase Rpb2, domain 6
2788398	Pfam	PF10385	RNA polymerase beta subunit external 1 domain
11078747	Pfam	PF02955	Prokaryotic glutathione synthetase, ATP-grasp domain
11078747	Pfam	PF02951	Prokaryotic glutathione synthetase, N-terminal domain
9440336	Pfam	PF01145	SPFH domain / Band 7 family
6262022	Pfam	PF00768	D-alanyl-D-alanine carboxypeptidase
6262022	Pfam	PF07943	Penicillin-binding protein 5, C-terminal domain
8949010	Pfam	PF00224	Pyruvate kinase, barrel domain
13307137	Pfam	PF01036	Bacteriorhodopsin-like protein
12553267	Pfam	PF13458	Periplasmic binding protein
3935563	Pfam	PF01245	Ribosomal protein L19
13765873	Pfam	PF00306	ATP synthase alpha/beta chain, C terminal domain
13765873	Pfam	PF00006	ATP synthase alpha/beta family, nucleotide-binding domain
14385553	Pfam	PF13416	Bacterial extracellular solute-binding protein
6291958	Pfam	PF07715	TonB-dependent Receptor Plug Domain
10519054	Pfam	PF01547	Bacterial extracellular solute-binding protein
4686269	Pfam	PF00330	Aconitase family (aconitate hydratase)
4686269	Pfam	PF00694	Aconitase C-terminal domain
11010506	Pfam	PF00909	Ammonium Transporter Family
1868282	Pfam	PF00009	Elongation factor Tu GTP binding domain
1868282	Pfam	PF03143	Elongation factor Tu C-terminal domain
1868282	Pfam	PF03144	Elongation factor Tu domain 2
9601321	Pfam	PF01245	Ribosomal protein L19
9306407	Pfam	PF13609	Gram-negative porin
1507701	Pfam	PF00575	S1 RNA binding domain
1507701	Pfam	PF00575	S1 RNA binding domain
1507701	Pfam	PF00575	S1 RNA binding domain
1507701	Pfam	PF00575	S1 RNA binding domain
6357514	Pfam	PF00497	Bacterial extracellular solute-binding proteins, family 3
14156266	Pfam	PF01053	Cys/Met metabolism PLP-dependent enzyme
11305432	Pfam	PF11780	Protein of unknown function (DUF3318)
4260272	Pfam	PF00623	RNA polymerase Rpb1, domain 2
4260272	Pfam	PF04983	RNA polymerase Rpb1, domain 3
15204936	Pfam	PF00005	ABC transporter
15204936	Pfam	PF12399	Branched-chain amino acid ATP-binding cassette transporter
3572237	Pfam	PF00586	AIR synthase related protein, N-terminal domain
3572237	Pfam	PF00586	AIR synthase related protein, N-terminal domain
3572237	Pfam	PF02769	AIR synthase related protein, C-terminal domain
3572237	Pfam	PF02769	AIR synthase related protein, C-terminal domain
3572237	Pfam	PF18072	Formylglycinamide ribonucleotide amidotransferase linker domain
15860051	Pfam	PF16576	Barrel-sandwich domain of CusB or HlyD membrane-fusion
4325881	Pfam	PF07650	KH domain
4325881	Pfam	PF00189	Ribosomal protein S3, C-terminal domain
5177671	Pfam	PF07715	TonB-dependent Receptor Plug Domain
5177671	Pfam	PF13715	CarboxypepD_reg-like domain
15597958	Pfam	PF00593	TonB dependent receptor
15597958	Pfam	PF07715	TonB-dependent Receptor Plug Domain
11501979	Pfam	PF01145	SPFH domain / Band 7 family
11075874	Pfam	PF00700	Bacterial flagellin C-terminal helical region
11075874	Pfam	PF00669	Bacterial flagellin N-terminal helical region
12255612	Pfam	PF13416	Bacterial extracellular solute-binding protein
9142866	Pfam	PF13609	Gram-negative porin
4587832	Pfam	PF01036	Bacteriorhodopsin-like protein
4522426	Pfam	PF00543	Nitrogen regulatory protein P-II
12223033	Pfam	PF01036	Bacteriorhodopsin-like protein
9732565	Pfam	PF13609	Gram-negative porin
3899941	Pfam	PF00072	Response regulator receiver domain
3899941	Pfam	PF00486	Transcriptional regulatory protein, C terminal
13173308	Pfam	PF02574	Homocysteine S-methyltransferase
12059231	Pfam	PF01145	SPFH domain / Band 7 family
4686322	Pfam	PF00700	Bacterial flagellin C-terminal helical region
6095336	Pfam	PF00118	TCP-1/cpn60 chaperonin family
10846792	Pfam	PF21447	Ppx/GppA phosphatase, domain III
10846792	Pfam	PF02541	Ppx/GppA phosphatase family
3801508	Pfam	PF13379	NMT1-like family
3309957	Pfam	PF12849	PBP superfamily domain
1507697	Pfam	PF03989	DNA gyrase C-terminal domain, beta-propeller
1507697	Pfam	PF03989	DNA gyrase C-terminal domain, beta-propeller
1507697	Pfam	PF03989	DNA gyrase C-terminal domain, beta-propeller
1507697	Pfam	PF03989	DNA gyrase C-terminal domain, beta-propeller
1507697	Pfam	PF03989	DNA gyrase C-terminal domain, beta-propeller
1507697	Pfam	PF03989	DNA gyrase C-terminal domain, beta-propeller
1507697	Pfam	PF00521	DNA gyrase/topoisomerase IV, subunit A
14516570	Pfam	PF13609	Gram-negative porin
