gene_callers_id	source	accession	function
11010506	Phobius	TRANSMEMBRANE	Region of a membrane-bound protein predicted to be embedded in the membrane.
11010506	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.
11010506	Phobius	CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.
11010506	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.
11010506	Phobius	CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.
11010506	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.
11010506	Phobius	TRANSMEMBRANE	Region of a membrane-bound protein predicted to be embedded in the membrane.
7635143	Phobius	SIGNAL_PEPTIDE_H_REGION	Hydrophobic region of a signal peptide.
7635143	Phobius	SIGNAL_PEPTIDE_N_REGION	N-terminal region of a signal peptide.
7635143	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.
7635143	Phobius	SIGNAL_PEPTIDE_C_REGION	C-terminal region of a signal peptide.
7635143	Phobius	SIGNAL_PEPTIDE	Signal peptide region
11698408	Phobius	SIGNAL_PEPTIDE	Signal peptide region
11698408	Phobius	SIGNAL_PEPTIDE_H_REGION	Hydrophobic region of a signal peptide.
11698408	Phobius	SIGNAL_PEPTIDE_C_REGION	C-terminal region of a signal peptide.
11698408	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.
11698408	Phobius	SIGNAL_PEPTIDE_N_REGION	N-terminal region of a signal peptide.
5177671	Phobius	SIGNAL_PEPTIDE_H_REGION	Hydrophobic region of a signal peptide.
5177671	Phobius	SIGNAL_PEPTIDE	Signal peptide region
5177671	Phobius	SIGNAL_PEPTIDE_N_REGION	N-terminal region of a signal peptide.
5177671	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.
5177671	Phobius	SIGNAL_PEPTIDE_C_REGION	C-terminal region of a signal peptide.
15597958	Phobius	SIGNAL_PEPTIDE_C_REGION	C-terminal region of a signal peptide.
15597958	Phobius	SIGNAL_PEPTIDE_N_REGION	N-terminal region of a signal peptide.
15597958	Phobius	SIGNAL_PEPTIDE	Signal peptide region
15597958	Phobius	SIGNAL_PEPTIDE_H_REGION	Hydrophobic region of a signal peptide.
15597958	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.
11501979	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.
11501979	Phobius	TRANSMEMBRANE	Region of a membrane-bound protein predicted to be embedded in the membrane.
11501979	Phobius	CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.
4587832	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.
4587832	Phobius	TRANSMEMBRANE	Region of a membrane-bound protein predicted to be embedded in the membrane.
4587832	Phobius	TRANSMEMBRANE	Region of a membrane-bound protein predicted to be embedded in the membrane.
4587832	Phobius	SIGNAL_PEPTIDE_N_REGION	N-terminal region of a signal peptide.
4587832	Phobius	SIGNAL_PEPTIDE	Signal peptide region
4587832	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.
4587832	Phobius	TRANSMEMBRANE	Region of a membrane-bound protein predicted to be embedded in the membrane.
4587832	Phobius	TRANSMEMBRANE	Region of a membrane-bound protein predicted to be embedded in the membrane.
4587832	Phobius	TRANSMEMBRANE	Region of a membrane-bound protein predicted to be embedded in the membrane.
4587832	Phobius	SIGNAL_PEPTIDE_H_REGION	Hydrophobic region of a signal peptide.
4587832	Phobius	CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.
4587832	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.
4587832	Phobius	TRANSMEMBRANE	Region of a membrane-bound protein predicted to be embedded in the membrane.
4587832	Phobius	CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.
4587832	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.
4587832	Phobius	TRANSMEMBRANE	Region of a membrane-bound protein predicted to be embedded in the membrane.
4587832	Phobius	SIGNAL_PEPTIDE_C_REGION	C-terminal region of a signal peptide.
4587832	Phobius	CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.
4587832	Phobius	CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.
8159425	Phobius	SIGNAL_PEPTIDE	Signal peptide region
8159425	Phobius	SIGNAL_PEPTIDE_H_REGION	Hydrophobic region of a signal peptide.
8159425	Phobius	SIGNAL_PEPTIDE_N_REGION	N-terminal region of a signal peptide.
8159425	Phobius	SIGNAL_PEPTIDE_C_REGION	C-terminal region of a signal peptide.
8159425	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.
12681456	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.
12681456	Phobius	SIGNAL_PEPTIDE	Signal peptide region
12681456	Phobius	SIGNAL_PEPTIDE_C_REGION	C-terminal region of a signal peptide.
12681456	Phobius	SIGNAL_PEPTIDE_N_REGION	N-terminal region of a signal peptide.
12681456	Phobius	SIGNAL_PEPTIDE_H_REGION	Hydrophobic region of a signal peptide.
7864423	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.
7864423	Phobius	SIGNAL_PEPTIDE_H_REGION	Hydrophobic region of a signal peptide.
7864423	Phobius	SIGNAL_PEPTIDE_C_REGION	C-terminal region of a signal peptide.
7864423	Phobius	SIGNAL_PEPTIDE_N_REGION	N-terminal region of a signal peptide.
7864423	Phobius	SIGNAL_PEPTIDE	Signal peptide region
13139971	Phobius	SIGNAL_PEPTIDE	Signal peptide region
13139971	Phobius	SIGNAL_PEPTIDE_H_REGION	Hydrophobic region of a signal peptide.
13139971	Phobius	SIGNAL_PEPTIDE_C_REGION	C-terminal region of a signal peptide.
13139971	Phobius	SIGNAL_PEPTIDE_N_REGION	N-terminal region of a signal peptide.
13139971	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.
6848727	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.
6848727	Phobius	SIGNAL_PEPTIDE_C_REGION	C-terminal region of a signal peptide.
6848727	Phobius	SIGNAL_PEPTIDE	Signal peptide region
6848727	Phobius	SIGNAL_PEPTIDE_H_REGION	Hydrophobic region of a signal peptide.
6848727	Phobius	SIGNAL_PEPTIDE_N_REGION	N-terminal region of a signal peptide.
1704009	Phobius	SIGNAL_PEPTIDE_N_REGION	N-terminal region of a signal peptide.
1704009	Phobius	SIGNAL_PEPTIDE	Signal peptide region
1704009	Phobius	SIGNAL_PEPTIDE_H_REGION	Hydrophobic region of a signal peptide.
1704009	Phobius	SIGNAL_PEPTIDE_C_REGION	C-terminal region of a signal peptide.
1704009	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.
786568	Phobius	SIGNAL_PEPTIDE_N_REGION	N-terminal region of a signal peptide.
786568	Phobius	SIGNAL_PEPTIDE	Signal peptide region
786568	Phobius	SIGNAL_PEPTIDE_H_REGION	Hydrophobic region of a signal peptide.
786568	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.
786568	Phobius	SIGNAL_PEPTIDE_C_REGION	C-terminal region of a signal peptide.
3309957	Phobius	SIGNAL_PEPTIDE_H_REGION	Hydrophobic region of a signal peptide.
3309957	Phobius	SIGNAL_PEPTIDE	Signal peptide region
3309957	Phobius	SIGNAL_PEPTIDE_N_REGION	N-terminal region of a signal peptide.
3309957	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.
3309957	Phobius	SIGNAL_PEPTIDE_C_REGION	C-terminal region of a signal peptide.
14549363	Phobius	TRANSMEMBRANE	Region of a membrane-bound protein predicted to be embedded in the membrane.
14549363	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.
14549363	Phobius	CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.
14155827	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.
14155827	Phobius	SIGNAL_PEPTIDE	Signal peptide region
14155827	Phobius	SIGNAL_PEPTIDE_C_REGION	C-terminal region of a signal peptide.
14155827	Phobius	SIGNAL_PEPTIDE_N_REGION	N-terminal region of a signal peptide.
14155827	Phobius	SIGNAL_PEPTIDE_H_REGION	Hydrophobic region of a signal peptide.
4620650	Phobius	CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.
4620650	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.
4620650	Phobius	TRANSMEMBRANE	Region of a membrane-bound protein predicted to be embedded in the membrane.
3211399	Phobius	SIGNAL_PEPTIDE_C_REGION	C-terminal region of a signal peptide.
3211399	Phobius	SIGNAL_PEPTIDE_H_REGION	Hydrophobic region of a signal peptide.
3211399	Phobius	SIGNAL_PEPTIDE	Signal peptide region
3211399	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.
3211399	Phobius	SIGNAL_PEPTIDE_N_REGION	N-terminal region of a signal peptide.
11534551	Phobius	SIGNAL_PEPTIDE_H_REGION	Hydrophobic region of a signal peptide.
11534551	Phobius	SIGNAL_PEPTIDE	Signal peptide region
11534551	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.
11534551	Phobius	SIGNAL_PEPTIDE_N_REGION	N-terminal region of a signal peptide.
11534551	Phobius	SIGNAL_PEPTIDE_C_REGION	C-terminal region of a signal peptide.
5996585	Phobius	SIGNAL_PEPTIDE_H_REGION	Hydrophobic region of a signal peptide.
5996585	Phobius	SIGNAL_PEPTIDE_C_REGION	C-terminal region of a signal peptide.
5996585	Phobius	SIGNAL_PEPTIDE_N_REGION	N-terminal region of a signal peptide.
5996585	Phobius	SIGNAL_PEPTIDE	Signal peptide region
5996585	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.
10322069	Phobius	CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.
10322069	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.
10322069	Phobius	SIGNAL_PEPTIDE	Signal peptide region
10322069	Phobius	TRANSMEMBRANE	Region of a membrane-bound protein predicted to be embedded in the membrane.
10322069	Phobius	CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.
10322069	Phobius	SIGNAL_PEPTIDE_C_REGION	C-terminal region of a signal peptide.
10322069	Phobius	TRANSMEMBRANE	Region of a membrane-bound protein predicted to be embedded in the membrane.
10322069	Phobius	SIGNAL_PEPTIDE_H_REGION	Hydrophobic region of a signal peptide.
10322069	Phobius	SIGNAL_PEPTIDE_N_REGION	N-terminal region of a signal peptide.
10322069	Phobius	TRANSMEMBRANE	Region of a membrane-bound protein predicted to be embedded in the membrane.
10322069	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.
14483474	Phobius	SIGNAL_PEPTIDE_N_REGION	N-terminal region of a signal peptide.
14483474	Phobius	SIGNAL_PEPTIDE_H_REGION	Hydrophobic region of a signal peptide.
14483474	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.
14483474	Phobius	SIGNAL_PEPTIDE	Signal peptide region
14483474	Phobius	SIGNAL_PEPTIDE_C_REGION	C-terminal region of a signal peptide.
4522311	Phobius	SIGNAL_PEPTIDE_C_REGION	C-terminal region of a signal peptide.
4522311	Phobius	SIGNAL_PEPTIDE_H_REGION	Hydrophobic region of a signal peptide.
4522311	Phobius	SIGNAL_PEPTIDE	Signal peptide region
4522311	Phobius	SIGNAL_PEPTIDE_N_REGION	N-terminal region of a signal peptide.
4522311	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.
4456664	Phobius	SIGNAL_PEPTIDE_C_REGION	C-terminal region of a signal peptide.
4456664	Phobius	SIGNAL_PEPTIDE	Signal peptide region
4456664	Phobius	SIGNAL_PEPTIDE_N_REGION	N-terminal region of a signal peptide.
4456664	Phobius	SIGNAL_PEPTIDE_H_REGION	Hydrophobic region of a signal peptide.
4456664	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.
11338077	Phobius	SIGNAL_PEPTIDE	Signal peptide region
11338077	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.
11338077	Phobius	SIGNAL_PEPTIDE_C_REGION	C-terminal region of a signal peptide.
11338077	Phobius	SIGNAL_PEPTIDE_N_REGION	N-terminal region of a signal peptide.
11338077	Phobius	SIGNAL_PEPTIDE_H_REGION	Hydrophobic region of a signal peptide.
1769575	Phobius	SIGNAL_PEPTIDE_H_REGION	Hydrophobic region of a signal peptide.
1769575	Phobius	SIGNAL_PEPTIDE_C_REGION	C-terminal region of a signal peptide.
1769575	Phobius	SIGNAL_PEPTIDE_N_REGION	N-terminal region of a signal peptide.
1769575	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.
1769575	Phobius	SIGNAL_PEPTIDE	Signal peptide region
1572907	Phobius	SIGNAL_PEPTIDE_H_REGION	Hydrophobic region of a signal peptide.
1572907	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.
1572907	Phobius	SIGNAL_PEPTIDE	Signal peptide region
1572907	Phobius	SIGNAL_PEPTIDE_N_REGION	N-terminal region of a signal peptide.
1572907	Phobius	SIGNAL_PEPTIDE_C_REGION	C-terminal region of a signal peptide.
16515144	Phobius	SIGNAL_PEPTIDE_H_REGION	Hydrophobic region of a signal peptide.
16515144	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.
16515144	Phobius	SIGNAL_PEPTIDE	Signal peptide region
16515144	Phobius	SIGNAL_PEPTIDE_N_REGION	N-terminal region of a signal peptide.
16515144	Phobius	SIGNAL_PEPTIDE_C_REGION	C-terminal region of a signal peptide.
6946841	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.
6946841	Phobius	SIGNAL_PEPTIDE_N_REGION	N-terminal region of a signal peptide.
6946841	Phobius	SIGNAL_PEPTIDE	Signal peptide region
6946841	Phobius	SIGNAL_PEPTIDE_H_REGION	Hydrophobic region of a signal peptide.
6946841	Phobius	SIGNAL_PEPTIDE_C_REGION	C-terminal region of a signal peptide.
6329028	Phobius	TRANSMEMBRANE	Region of a membrane-bound protein predicted to be embedded in the membrane.
6329028	Phobius	TRANSMEMBRANE	Region of a membrane-bound protein predicted to be embedded in the membrane.
6329028	Phobius	CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.
6329028	Phobius	TRANSMEMBRANE	Region of a membrane-bound protein predicted to be embedded in the membrane.
6329028	Phobius	TRANSMEMBRANE	Region of a membrane-bound protein predicted to be embedded in the membrane.
6329028	Phobius	CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.
6329028	Phobius	TRANSMEMBRANE	Region of a membrane-bound protein predicted to be embedded in the membrane.
6329028	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.
6329028	Phobius	CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.
6329028	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.
6329028	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.
13341178	Phobius	SIGNAL_PEPTIDE_N_REGION	N-terminal region of a signal peptide.
13341178	Phobius	SIGNAL_PEPTIDE_H_REGION	Hydrophobic region of a signal peptide.
13341178	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.
13341178	Phobius	SIGNAL_PEPTIDE_C_REGION	C-terminal region of a signal peptide.
13341178	Phobius	SIGNAL_PEPTIDE	Signal peptide region
14291645	Phobius	SIGNAL_PEPTIDE_C_REGION	C-terminal region of a signal peptide.
14291645	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.
14291645	Phobius	SIGNAL_PEPTIDE_H_REGION	Hydrophobic region of a signal peptide.
14291645	Phobius	SIGNAL_PEPTIDE	Signal peptide region
14291645	Phobius	SIGNAL_PEPTIDE_N_REGION	N-terminal region of a signal peptide.
7246508	Phobius	SIGNAL_PEPTIDE	Signal peptide region
7246508	Phobius	SIGNAL_PEPTIDE_C_REGION	C-terminal region of a signal peptide.
7246508	Phobius	SIGNAL_PEPTIDE_N_REGION	N-terminal region of a signal peptide.
7246508	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.
7246508	Phobius	SIGNAL_PEPTIDE_H_REGION	Hydrophobic region of a signal peptide.
11539171	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.
11539171	Phobius	SIGNAL_PEPTIDE_N_REGION	N-terminal region of a signal peptide.
11539171	Phobius	SIGNAL_PEPTIDE_H_REGION	Hydrophobic region of a signal peptide.
11539171	Phobius	SIGNAL_PEPTIDE_C_REGION	C-terminal region of a signal peptide.
11539171	Phobius	SIGNAL_PEPTIDE	Signal peptide region
9015816	Phobius	SIGNAL_PEPTIDE_N_REGION	N-terminal region of a signal peptide.
9015816	Phobius	SIGNAL_PEPTIDE	Signal peptide region
9015816	Phobius	SIGNAL_PEPTIDE_H_REGION	Hydrophobic region of a signal peptide.
9015816	Phobius	SIGNAL_PEPTIDE_C_REGION	C-terminal region of a signal peptide.
9015816	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.
10326614	Phobius	SIGNAL_PEPTIDE	Signal peptide region
10326614	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.
10326614	Phobius	SIGNAL_PEPTIDE_H_REGION	Hydrophobic region of a signal peptide.
10326614	Phobius	SIGNAL_PEPTIDE_C_REGION	C-terminal region of a signal peptide.
10326614	Phobius	SIGNAL_PEPTIDE_N_REGION	N-terminal region of a signal peptide.
3641993	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.
3641993	Phobius	SIGNAL_PEPTIDE_H_REGION	Hydrophobic region of a signal peptide.
3641993	Phobius	SIGNAL_PEPTIDE	Signal peptide region
3641993	Phobius	SIGNAL_PEPTIDE_N_REGION	N-terminal region of a signal peptide.
3641993	Phobius	SIGNAL_PEPTIDE_C_REGION	C-terminal region of a signal peptide.
11539170	Phobius	SIGNAL_PEPTIDE_N_REGION	N-terminal region of a signal peptide.
11539170	Phobius	SIGNAL_PEPTIDE_C_REGION	C-terminal region of a signal peptide.
11539170	Phobius	SIGNAL_PEPTIDE_H_REGION	Hydrophobic region of a signal peptide.
11539170	Phobius	SIGNAL_PEPTIDE	Signal peptide region
11539170	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.
12030544	Phobius	SIGNAL_PEPTIDE_N_REGION	N-terminal region of a signal peptide.
12030544	Phobius	SIGNAL_PEPTIDE_H_REGION	Hydrophobic region of a signal peptide.
12030544	Phobius	SIGNAL_PEPTIDE	Signal peptide region
12030544	Phobius	SIGNAL_PEPTIDE_C_REGION	C-terminal region of a signal peptide.
12030544	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.
9966391	Phobius	SIGNAL_PEPTIDE_H_REGION	Hydrophobic region of a signal peptide.
9966391	Phobius	SIGNAL_PEPTIDE_N_REGION	N-terminal region of a signal peptide.
9966391	Phobius	SIGNAL_PEPTIDE	Signal peptide region
9966391	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.
9966391	Phobius	SIGNAL_PEPTIDE_C_REGION	C-terminal region of a signal peptide.
3150327	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.
3150327	Phobius	SIGNAL_PEPTIDE_C_REGION	C-terminal region of a signal peptide.
3150327	Phobius	SIGNAL_PEPTIDE	Signal peptide region
3150327	Phobius	SIGNAL_PEPTIDE_N_REGION	N-terminal region of a signal peptide.
3150327	Phobius	SIGNAL_PEPTIDE_H_REGION	Hydrophobic region of a signal peptide.
15929785	Phobius	CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.
15929785	Phobius	TRANSMEMBRANE	Region of a membrane-bound protein predicted to be embedded in the membrane.
15929785	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.
8458697	Phobius	SIGNAL_PEPTIDE_C_REGION	C-terminal region of a signal peptide.
8458697	Phobius	SIGNAL_PEPTIDE	Signal peptide region
8458697	Phobius	SIGNAL_PEPTIDE_N_REGION	N-terminal region of a signal peptide.
8458697	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.
8458697	Phobius	SIGNAL_PEPTIDE_H_REGION	Hydrophobic region of a signal peptide.
397755	Phobius	SIGNAL_PEPTIDE_H_REGION	Hydrophobic region of a signal peptide.
397755	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.
397755	Phobius	SIGNAL_PEPTIDE	Signal peptide region
397755	Phobius	SIGNAL_PEPTIDE_N_REGION	N-terminal region of a signal peptide.
397755	Phobius	SIGNAL_PEPTIDE_C_REGION	C-terminal region of a signal peptide.
11342402	Phobius	SIGNAL_PEPTIDE	Signal peptide region
11342402	Phobius	SIGNAL_PEPTIDE_C_REGION	C-terminal region of a signal peptide.
11342402	Phobius	SIGNAL_PEPTIDE_H_REGION	Hydrophobic region of a signal peptide.
11342402	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.
11342402	Phobius	SIGNAL_PEPTIDE_N_REGION	N-terminal region of a signal peptide.
13963953	Phobius	SIGNAL_PEPTIDE_C_REGION	C-terminal region of a signal peptide.
13963953	Phobius	SIGNAL_PEPTIDE_N_REGION	N-terminal region of a signal peptide.
13963953	Phobius	SIGNAL_PEPTIDE	Signal peptide region
13963953	Phobius	SIGNAL_PEPTIDE_H_REGION	Hydrophobic region of a signal peptide.
13963953	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.
15700499	Phobius	SIGNAL_PEPTIDE_N_REGION	N-terminal region of a signal peptide.
15700499	Phobius	SIGNAL_PEPTIDE_C_REGION	C-terminal region of a signal peptide.
