gene_callers_id	source	accession	function
8655947	NCBIfam	TIGR00231	small GTP-binding protein domain
4494378	NCBIfam	TIGR00127	isocitrate dehydrogenase (NADP(+))
1250244	NCBIfam	TIGR02012	recombinase RecA
13800685	NCBIfam	TIGR01933	FtsH protease activity modulator HflK
7345245	NCBIfam	TIGR01728	aliphatic sulfonate ABC transporter substrate-binding protein
16422035	NCBIfam	TIGR01307	2,3-bisphosphoglycerate-independent phosphoglycerate mutase
3314588	NCBIfam	TIGR01534	glyceraldehyde-3-phosphate dehydrogenase, type I
14226464	NCBIfam	TIGR00097	bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase
10720297	NCBIfam	NF033921	iron uptake porin
1643604	NCBIfam	TIGR03632	30S ribosomal protein S11
10687323	NCBIfam	TIGR00874	transaldolase
9409474	NCBIfam	TIGR00231	small GTP-binding protein domain
9409474	NCBIfam	TIGR00485	elongation factor Tu
1643603	NCBIfam	TIGR03631	30S ribosomal protein S13
12817655	NCBIfam	TIGR00110	dihydroxy-acid dehydratase
2135266	NCBIfam	TIGR02348	chaperonin GroEL
11736359	NCBIfam	TIGR00962	F0F1 ATP synthase subunit alpha
11769135	NCBIfam	TIGR00877	phosphoribosylamine--glycine ligase
4462039	NCBIfam	TIGR00962	F0F1 ATP synthase subunit alpha
1414858	NCBIfam	NF037995	TRAP transporter substrate-binding protein DctP
13178439	NCBIfam	TIGR03407	urea ABC transporter substrate-binding protein
7607871	NCBIfam	TIGR01786	TonB-dependent hemoglobin/transferrin/lactoferrin family receptor
10556788	NCBIfam	TIGR01241	ATP-dependent zinc metalloprotease FtsH
5182890	NCBIfam	TIGR00962	F0F1 ATP synthase subunit alpha
5117519	NCBIfam	TIGR00936	adenosylhomocysteinase
2889184	NCBIfam	TIGR02348	chaperonin GroEL
14587222	NCBIfam	TIGR02348	chaperonin GroEL
661138	NCBIfam	NF037995	TRAP transporter substrate-binding protein DctP
16356922	NCBIfam	TIGR02027	DNA-directed RNA polymerase subunit alpha
7607793	NCBIfam	TIGR00485	elongation factor Tu
7607793	NCBIfam	TIGR00231	small GTP-binding protein domain
6002128	NCBIfam	TIGR00485	elongation factor Tu
6002128	NCBIfam	TIGR00231	small GTP-binding protein domain
8623478	NCBIfam	TIGR01279	ferredoxin:protochlorophyllide reductase (ATP-dependent) subunit N
12195545	NCBIfam	TIGR01783	TonB-dependent siderophore receptor
824638	NCBIfam	TIGR01136	cysteine synthase
824638	NCBIfam	TIGR01139	cysteine synthase A
464381	NCBIfam	TIGR00485	elongation factor Tu
464381	NCBIfam	TIGR00231	small GTP-binding protein domain
5739912	NCBIfam	TIGR00873	decarboxylating NADP(+)-dependent phosphogluconate dehydrogenase
10720894	NCBIfam	TIGR03591	polyribonucleotide nucleotidyltransferase
4461861	NCBIfam	TIGR01347	dihydrolipoyllysine-residue succinyltransferase
15242841	NCBIfam	TIGR02350	molecular chaperone DnaK
10819153	NCBIfam	TIGR02013	DNA-directed RNA polymerase subunit beta
13407958	NCBIfam	TIGR01930	acetyl-CoA C-acyltransferase
14816733	NCBIfam	TIGR03407	urea ABC transporter substrate-binding protein
12686946	NCBIfam	TIGR03407	urea ABC transporter substrate-binding protein
12818110	NCBIfam	TIGR01933	FtsH protease activity modulator HflK
13440382	NCBIfam	TIGR01066	50S ribosomal protein L13
6395583	NCBIfam	TIGR01019	succinate--CoA ligase subunit alpha
16586389	NCBIfam	NF037995	TRAP transporter substrate-binding protein DctP
2954544	NCBIfam	TIGR00653	glutamine synthetase, type I
8623534	NCBIfam	TIGR01187	polyamine ABC transporter ATP-binding protein
6526528	NCBIfam	TIGR00653	glutamine synthetase, type I
4462016	NCBIfam	TIGR01039	F0F1 ATP synthase subunit beta
11376066	NCBIfam	TIGR01016	succinate-CoA ligase subunit beta
11867414	NCBIfam	TIGR03410	urea ABC transporter ATP-binding subunit UrtE
10426053	NCBIfam	TIGR03648	VC_2705 family sodium/solute symporter
13374899	NCBIfam	TIGR00330	class II fructose-bisphosphatase
726550	NCBIfam	TIGR02388	DNA-directed RNA polymerase subunit beta''
7017873	NCBIfam	TIGR02013	DNA-directed RNA polymerase subunit beta
11311116	NCBIfam	TIGR00127	isocitrate dehydrogenase (NADP(+))
4593409	NCBIfam	TIGR02386	DNA-directed RNA polymerase subunit beta'
890870	NCBIfam	TIGR00231	small GTP-binding protein domain
890870	NCBIfam	TIGR00484	elongation factor G
4364246	NCBIfam	TIGR00936	adenosylhomocysteinase
1316693	NCBIfam	TIGR01187	polyamine ABC transporter ATP-binding protein
12884029	NCBIfam	TIGR00231	small GTP-binding protein domain
12884029	NCBIfam	TIGR00484	elongation factor G
2955060	NCBIfam	TIGR04057	SusC/RagA subfamily TonB-dependent outer membrane receptor, signature region
13146186	NCBIfam	TIGR01039	F0F1 ATP synthase subunit beta
14063638	NCBIfam	TIGR00485	elongation factor Tu
14063638	NCBIfam	TIGR00231	small GTP-binding protein domain
15374455	NCBIfam	TIGR02012	recombinase RecA
10197022	NCBIfam	TIGR00972	phosphate ABC transporter ATP-binding protein PstB
1578998	NCBIfam	TIGR03591	polyribonucleotide nucleotidyltransferase
6264665	NCBIfam	TIGR04057	SusC/RagA subfamily TonB-dependent outer membrane receptor, signature region
6264665	NCBIfam	TIGR04056	SusC/RagA family TonB-linked outer membrane protein
8132504	NCBIfam	TIGR02348	chaperonin GroEL
5117763	NCBIfam	TIGR01169	50S ribosomal protein L1
4495151	NCBIfam	TIGR04056	SusC/RagA family TonB-linked outer membrane protein
4495151	NCBIfam	TIGR04057	SusC/RagA subfamily TonB-dependent outer membrane receptor, signature region
12818361	NCBIfam	TIGR04056	SusC/RagA family TonB-linked outer membrane protein
12818361	NCBIfam	TIGR04057	SusC/RagA subfamily TonB-dependent outer membrane receptor, signature region
694264	NCBIfam	TIGR01049	30S ribosomal protein S10
11573172	NCBIfam	TIGR02348	chaperonin GroEL
12851218	NCBIfam	TIGR03591	polyribonucleotide nucleotidyltransferase
5478226	NCBIfam	TIGR00400	magnesium transporter
7509978	NCBIfam	TIGR04057	SusC/RagA subfamily TonB-dependent outer membrane receptor, signature region
7509978	NCBIfam	TIGR04056	SusC/RagA family TonB-linked outer membrane protein
6494021	NCBIfam	TIGR00630	excinuclease ABC subunit UvrA
14456597	NCBIfam	TIGR02348	chaperonin GroEL
7739445	NCBIfam	TIGR01783	TonB-dependent siderophore receptor
3119129	NCBIfam	TIGR03953	50S ribosomal protein L4
5117764	NCBIfam	TIGR01632	50S ribosomal protein L11
7640908	NCBIfam	TIGR03654	50S ribosomal protein L6
11474874	NCBIfam	TIGR01241	ATP-dependent zinc metalloprotease FtsH
11212602	NCBIfam	TIGR02348	chaperonin GroEL
2430912	NCBIfam	TIGR00231	small GTP-binding protein domain
2430912	NCBIfam	TIGR00485	elongation factor Tu
11311119	NCBIfam	TIGR02012	recombinase RecA
2725978	NCBIfam	NF037995	TRAP transporter substrate-binding protein DctP
3217249	NCBIfam	TIGR00116	translation elongation factor Ts
3217249	NCBIfam	TIGR00116	translation elongation factor Ts
595786	NCBIfam	TIGR02348	chaperonin GroEL
6133831	NCBIfam	TIGR00485	elongation factor Tu
11376583	NCBIfam	NF033921	iron uptake porin
3151804	NCBIfam	TIGR00977	citramalate synthase
1578724	NCBIfam	TIGR00739	preprotein translocase subunit YajC
333784	NCBIfam	TIGR02348	chaperonin GroEL
1448026	NCBIfam	TIGR00231	small GTP-binding protein domain
1448026	NCBIfam	TIGR00487	translation initiation factor IF-2
1218360	NCBIfam	TIGR00002	30S ribosomal protein S16
5675035	NCBIfam	TIGR01039	F0F1 ATP synthase subunit beta
8821108	NCBIfam	TIGR01954	transcription termination factor NusA, C-terminal duplication
8821108	NCBIfam	TIGR01954	transcription termination factor NusA, C-terminal duplication
8821108	NCBIfam	TIGR01953	transcription termination factor NusA
15440043	NCBIfam	TIGR00114	6,7-dimethyl-8-ribityllumazine synthase
15440043	NCBIfam	TIGR03043	photosystem II reaction center protein PsbZ
8001722	NCBIfam	TIGR00653	glutamine synthetase, type I
235989	NCBIfam	TIGR00962	F0F1 ATP synthase subunit alpha
6461790	NCBIfam	TIGR00653	glutamine synthetase, type I
3119327	NCBIfam	NF037995	TRAP transporter substrate-binding protein DctP
5085593	NCBIfam	TIGR00115	trigger factor
8690139	NCBIfam	NF033709	PorV/PorQ family protein
8821109	NCBIfam	TIGR00231	small GTP-binding protein domain
8821109	NCBIfam	TIGR00487	translation initiation factor IF-2
12622137	NCBIfam	TIGR00962	F0F1 ATP synthase subunit alpha
4790702	NCBIfam	TIGR01347	dihydrolipoyllysine-residue succinyltransferase
8919409	NCBIfam	TIGR01169	50S ribosomal protein L1
1218911	NCBIfam	TIGR02013	DNA-directed RNA polymerase subunit beta
3250563	NCBIfam	TIGR02033	dihydropyrimidinase
14358926	NCBIfam	NF033921	iron uptake porin
10361231	NCBIfam	TIGR01930	acetyl-CoA C-acyltransferase
4724940	NCBIfam	TIGR01241	ATP-dependent zinc metalloprotease FtsH
8722875	NCBIfam	TIGR01786	TonB-dependent hemoglobin/transferrin/lactoferrin family receptor
9050546	NCBIfam	TIGR01752	flavodoxin
9443510	NCBIfam	TIGR00653	glutamine synthetase, type I
7837857	NCBIfam	TIGR00484	elongation factor G
7837857	NCBIfam	TIGR00231	small GTP-binding protein domain
11540913	NCBIfam	TIGR00465	ketol-acid reductoisomerase
11311262	NCBIfam	TIGR02704	carboxysome peptide B
16357554	NCBIfam	TIGR02386	DNA-directed RNA polymerase subunit beta'
12720614	NCBIfam	TIGR03644	probable ammonium transporter, marine subtype
13605212	NCBIfam	TIGR04056	SusC/RagA family TonB-linked outer membrane protein
13605212	NCBIfam	TIGR04057	SusC/RagA subfamily TonB-dependent outer membrane receptor, signature region
8821113	NCBIfam	TIGR03591	polyribonucleotide nucleotidyltransferase
11147622	NCBIfam	TIGR01071	50S ribosomal protein L15
11147622	NCBIfam	TIGR01021	30S ribosomal protein S5
4790708	NCBIfam	TIGR01798	citrate synthase
5314977	NCBIfam	TIGR00169	3-isopropylmalate dehydrogenase
12458272	NCBIfam	TIGR02027	DNA-directed RNA polymerase subunit alpha
7542983	NCBIfam	TIGR04056	SusC/RagA family TonB-linked outer membrane protein
7542983	NCBIfam	TIGR04057	SusC/RagA subfamily TonB-dependent outer membrane receptor, signature region
6297833	NCBIfam	TIGR02348	chaperonin GroEL
5118398	NCBIfam	TIGR02348	chaperonin GroEL
4233433	NCBIfam	TIGR00757	Rne/Rng family ribonuclease
4659505	NCBIfam	TIGR02802	peptidoglycan-associated lipoprotein Pal
6396113	NCBIfam	TIGR00653	glutamine synthetase, type I
11442971	NCBIfam	TIGR02802	peptidoglycan-associated lipoprotein Pal
1514271	NCBIfam	TIGR02348	chaperonin GroEL
1415744	NCBIfam	TIGR02386	DNA-directed RNA polymerase subunit beta'
11508549	NCBIfam	TIGR01338	phycocyanin subunit alpha
1088181	NCBIfam	TIGR02027	DNA-directed RNA polymerase subunit alpha
12557008	NCBIfam	TIGR00231	small GTP-binding protein domain
12557008	NCBIfam	TIGR00485	elongation factor Tu
3807766	NCBIfam	TIGR01347	dihydrolipoyllysine-residue succinyltransferase
10033819	NCBIfam	TIGR01339	phycocyanin subunit beta
10721966	NCBIfam	TIGR02023	geranylgeranyl diphosphate reductase
10721966	NCBIfam	TIGR02028	geranylgeranyl reductase
10721966	NCBIfam	TIGR02032	geranylgeranyl reductase family protein
629348	NCBIfam	TIGR02866	cytochrome c oxidase subunit II
10099389	NCBIfam	TIGR00493	ATP-dependent Clp endopeptidase proteolytic subunit ClpP
13736451	NCBIfam	TIGR01187	polyamine ABC transporter ATP-binding protein
1055369	NCBIfam	TIGR00485	elongation factor Tu
1055369	NCBIfam	TIGR00231	small GTP-binding protein domain
12163913	NCBIfam	TIGR01968	septum site-determining protein MinD
9837062	NCBIfam	TIGR00419	triose-phosphate isomerase
15997577	NCBIfam	TIGR04057	SusC/RagA subfamily TonB-dependent outer membrane receptor, signature region
10558059	NCBIfam	TIGR00653	glutamine synthetase, type I
10722072	NCBIfam	TIGR01044	50S ribosomal protein L22
11672114	NCBIfam	TIGR00198	catalase/peroxidase HPI
3054142	NCBIfam	TIGR01326	O-acetylhomoserine aminocarboxypropyltransferase/cysteine synthase
14785182	NCBIfam	TIGR03644	probable ammonium transporter, marine subtype
11311791	NCBIfam	TIGR02701	carboxysome shell carbonic anhydrase
4987475	NCBIfam	TIGR01039	F0F1 ATP synthase subunit beta
400012	NCBIfam	NF037995	TRAP transporter substrate-binding protein DctP
5970706	NCBIfam	TIGR00767	transcription termination factor Rho
6036301	NCBIfam	TIGR00485	elongation factor Tu
6036301	NCBIfam	TIGR00231	small GTP-binding protein domain
15931967	NCBIfam	TIGR02027	DNA-directed RNA polymerase subunit alpha
14818018	NCBIfam	TIGR04057	SusC/RagA subfamily TonB-dependent outer membrane receptor, signature region
14818018	NCBIfam	TIGR04056	SusC/RagA family TonB-linked outer membrane protein
3578535	NCBIfam	TIGR02348	chaperonin GroEL
11475674	NCBIfam	TIGR03591	polyribonucleotide nucleotidyltransferase
9050857	NCBIfam	TIGR02388	DNA-directed RNA polymerase subunit beta''
3709482	NCBIfam	TIGR00962	F0F1 ATP synthase subunit alpha
10131977	NCBIfam	TIGR01029	30S ribosomal protein S7
11836175	NCBIfam	TIGR00653	glutamine synthetase, type I
11737730	NCBIfam	TIGR04183	T9SS type A sorting domain
3709480	NCBIfam	TIGR01039	F0F1 ATP synthase subunit beta
13048650	NCBIfam	TIGR03648	VC_2705 family sodium/solute symporter
6462205	NCBIfam	TIGR00060	50S ribosomal protein L18
7544037	NCBIfam	TIGR02348	chaperonin GroEL
3775382	NCBIfam	TIGR02027	DNA-directed RNA polymerase subunit alpha
11803704	NCBIfam	TIGR03648	VC_2705 family sodium/solute symporter
14785688	NCBIfam	TIGR01932	protease modulator HflC
13048966	NCBIfam	TIGR04057	SusC/RagA subfamily TonB-dependent outer membrane receptor, signature region
13048966	NCBIfam	TIGR04056	SusC/RagA family TonB-linked outer membrane protein
4267123	NCBIfam	TIGR00972	phosphate ABC transporter ATP-binding protein PstB
8232187	NCBIfam	TIGR00962	F0F1 ATP synthase subunit alpha
4660441	NCBIfam	TIGR01039	F0F1 ATP synthase subunit beta
14982159	NCBIfam	TIGR02348	chaperonin GroEL
5250039	NCBIfam	TIGR03126	formaldehyde-activating enzyme
1776533	NCBIfam	TIGR04519	TAT-variant-translocation signal domain
3775541	NCBIfam	TIGR01241	ATP-dependent zinc metalloprotease FtsH
14490710	NCBIfam	TIGR01066	50S ribosomal protein L13
3742703	NCBIfam	TIGR01241	ATP-dependent zinc metalloprotease FtsH
12917693	NCBIfam	TIGR00653	glutamine synthetase, type I
10197926	NCBIfam	TIGR02122	TAXI family TRAP transporter solute-binding subunit
3972192	NCBIfam	TIGR04057	SusC/RagA subfamily TonB-dependent outer membrane receptor, signature region
3972192	NCBIfam	TIGR04056	SusC/RagA family TonB-linked outer membrane protein
11541756	NCBIfam	TIGR01933	FtsH protease activity modulator HflK
11180882	NCBIfam	TIGR02348	chaperonin GroEL
10001379	NCBIfam	TIGR00400	magnesium transporter
6397056	NCBIfam	NF037995	TRAP transporter substrate-binding protein DctP
1645870	NCBIfam	TIGR03041	chlorophyll a/b binding light-harvesting protein
4070476	NCBIfam	TIGR00110	dihydroxy-acid dehydratase
7314681	NCBIfam	TIGR00472	phenylalanine--tRNA ligase subunit beta
6790034	NCBIfam	TIGR01326	O-acetylhomoserine aminocarboxypropyltransferase/cysteine synthase
433245	NCBIfam	TIGR00731	50S ribosomal protein L25
10820485	NCBIfam	TIGR03513	gliding motility protein GldL
5250187	NCBIfam	TIGR01071	50S ribosomal protein L15
14523361	NCBIfam	TIGR00874	transaldolase
10656680	NCBIfam	TIGR00065	cell division protein FtsZ
10623985	NCBIfam	TIGR01024	50S ribosomal protein L19
8559680	NCBIfam	TIGR04056	SusC/RagA family TonB-linked outer membrane protein
8559680	NCBIfam	TIGR04057	SusC/RagA subfamily TonB-dependent outer membrane receptor, signature region
7118001	NCBIfam	TIGR00231	small GTP-binding protein domain
7118001	NCBIfam	TIGR00484	elongation factor G
12459002	NCBIfam	TIGR02732	9,9'-di-cis-zeta-carotene desaturase
14720244	NCBIfam	TIGR01039	F0F1 ATP synthase subunit beta
6560898	NCBIfam	TIGR04057	SusC/RagA subfamily TonB-dependent outer membrane receptor, signature region
6560898	NCBIfam	TIGR04056	SusC/RagA family TonB-linked outer membrane protein
4365584	NCBIfam	TIGR00465	ketol-acid reductoisomerase
14687259	NCBIfam	TIGR02348	chaperonin GroEL
11017374	NCBIfam	NF037995	TRAP transporter substrate-binding protein DctP
8592721	NCBIfam	TIGR02122	TAXI family TRAP transporter solute-binding subunit
7674752	NCBIfam	TIGR01104	V-type H(+)-translocating pyrophosphatase
9477886	NCBIfam	TIGR02348	chaperonin GroEL
9117025	NCBIfam	TIGR00485	elongation factor Tu
9117025	NCBIfam	TIGR00231	small GTP-binding protein domain
10001955	NCBIfam	TIGR03075	PQQ-dependent dehydrogenase, methanol/ethanol family
15638134	NCBIfam	TIGR00033	chorismate synthase
5807494	NCBIfam	NF037995	TRAP transporter substrate-binding protein DctP
14327316	NCBIfam	TIGR01930	acetyl-CoA C-acyltransferase
1285746	NCBIfam	TIGR01933	FtsH protease activity modulator HflK
13344476	NCBIfam	TIGR00204	1-deoxy-D-xylulose-5-phosphate synthase
7937470	NCBIfam	TIGR00904	MreB/Mrl family cell shape determining protein
12558032	NCBIfam	TIGR01241	ATP-dependent zinc metalloprotease FtsH
6692297	NCBIfam	TIGR00962	F0F1 ATP synthase subunit alpha
7675344	NCBIfam	TIGR00706	signal peptide peptidase SppA
5807466	NCBIfam	TIGR02802	peptidoglycan-associated lipoprotein Pal
6004235	NCBIfam	TIGR02348	chaperonin GroEL
1482258	NCBIfam	TIGR00962	F0F1 ATP synthase subunit alpha
10231171	NCBIfam	TIGR01953	transcription termination factor NusA
3415503	NCBIfam	TIGR00962	F0F1 ATP synthase subunit alpha
10133096	NCBIfam	TIGR01115	photosynthetic reaction center subunit M
2596338	NCBIfam	TIGR00485	elongation factor Tu
2596338	NCBIfam	TIGR00231	small GTP-binding protein domain
15506980	NCBIfam	NF037995	TRAP transporter substrate-binding protein DctP
7347973	NCBIfam	TIGR02013	DNA-directed RNA polymerase subunit beta
10067652	NCBIfam	TIGR00065	cell division protein FtsZ
10460575	NCBIfam	TIGR01816	succinate dehydrogenase flavoprotein subunit
