gene_callers_id	source	accession	function	e_value
14549363		MER0800431	MEROPS	family_I87_unassigned_peptidase_inhibitors_(Rhodovulum_sp._NI22)_[I87.UPW]#I87#{inhibitor_unit:_86-350}~source_A0A095CKA6~
15597958		MER0196960	MEROPS	family_I39_unassigned_peptidase_inhibitors_(Spirosoma_linguale)_[I39.UPW]#I39#{inhibitor_unit:_79-266}~source_ADB40454~
11501979		MER0236926	MEROPS	HflC_()_[I87.001]#I87#{inhibitor_unit:_5-285}~source_AAV34451~
3703205		MER0195833	MEROPS	family_N11_unassigned_peptide_lyases_()_[N11.UPW]#N11#{peptidase_unit:_944-1048}~source_YP_003970177~
3477924		MER0196951	MEROPS	family_I39_unassigned_peptidase_inhibitors_(Spirosoma_linguale)_[I39.UPW]#I39#{inhibitor_unit:_67-246}~source_ADB39983~
15929788		MER0024862	MEROPS	HslU_component_of_HslVU_peptidase_(Leishmania_infantum)_[X20.005]#X20#{peptidase_unit:_128-378}~source_CAD19161~
10588627		MER0244582	MEROPS	FtsH_peptidase_(Pelagibacter_sp._IMCC9063)_[M41.001]#M41#{peptidase_unit:_364-627}~source_YP_004358629~
4821478		MER0137380	MEROPS	Lon-A_peptidase_(Pelagibacter_sp._HTCC7211)_[S16.001]#S16#{peptidase_unit:_533-779}~source_EDZ60385~
12030544		MER0196960	MEROPS	family_I39_unassigned_peptidase_inhibitors_(Spirosoma_linguale)_[I39.UPW]#I39#{inhibitor_unit:_79-266}~source_ADB40454~
10326614		MER0328728	MEROPS	HflC_(Puniceispirillum_marinum)_[I87.001]#I87#{inhibitor_unit:_30-290}~source_YP_003551044~
103046		MER0182283	MEROPS	family_I39_unassigned_peptidase_inhibitors_(Desulfovibrio_magneticus)_[I39.UPW]#I39#{inhibitor_unit:_32-163}~source_BAH76254~
13243021		MER0196972	MEROPS	family_I39_unassigned_peptidase_inhibitors_(Spirosoma_linguale)_[I39.UPW]#I39#{inhibitor_unit:_101-295}~source_ADB41037~
16650906		MER0196960	MEROPS	family_I39_unassigned_peptidase_inhibitors_(Spirosoma_linguale)_[I39.UPW]#I39#{inhibitor_unit:_79-266}~source_ADB40454~
7246508		MER0234543	MEROPS	family_I39_unassigned_peptidase_inhibitors_(Pseudoxanthomonas_suwonensis)_[I39.UPW]#I39#{inhibitor_unit:_35-175}~source_YP_004145827~
13963953		MER0196999	MEROPS	family_I39_unassigned_peptidase_inhibitors_(Spirosoma_linguale)_[I39.UPW]#I39#{inhibitor_unit:_82-260}~source_ADB38947~
2855615		MER0196975	MEROPS	family_I39_unassigned_peptidase_inhibitors_(Spirosoma_linguale)_[I39.UPW]#I39#{inhibitor_unit:_68-247}~source_ADB36268~
11539171		MER0196955	MEROPS	family_I39_unassigned_peptidase_inhibitors_(Spirosoma_linguale)_[I39.UPW]#I39#{inhibitor_unit:_71-252}~source_ADB40222~
16093992		MER0018744	MEROPS	small_protease_({Pseudomonas_aeruginosa})_(Xanthomonas_fuscans)_[S85.001]#S85#{peptidase_unit:_75-233}~source_YP_008637406~
9966391		MER0193018	MEROPS	family_I39_unassigned_peptidase_inhibitors_(Thermanaerovibrio_acidaminovorans)_[I39.UPW]#I39#{inhibitor_unit:_21-154}~source_ACZ19745~
2523633		MER0182283	MEROPS	family_I39_unassigned_peptidase_inhibitors_(Desulfovibrio_magneticus)_[I39.UPW]#I39#{inhibitor_unit:_32-163}~source_BAH76254~
6291958		MER0196999	MEROPS	family_I39_unassigned_peptidase_inhibitors_(Spirosoma_linguale)_[I39.UPW]#I39#{inhibitor_unit:_82-260}~source_ADB38947~
3572225		MER0196960	MEROPS	family_I39_unassigned_peptidase_inhibitors_(Spirosoma_linguale)_[I39.UPW]#I39#{inhibitor_unit:_79-266}~source_ADB40454~
9208353		MER0876792	MEROPS	FtsH_peptidase_(Pseudohaliea_rubra)_[M41.001]#M41#{peptidase_unit:_383-619}~source_A0A095VNL6~
12517964		MER0417925	MEROPS	YME1L1_g.p._({Homo_sapiens})_and_similar_(Tarsius_syrichta)_[M41.026]#M41#{peptidase_unit:_304-447,_534-759}~source_ENSTSYP00000007435~
12059231		MER0804797	MEROPS	family_I87_unassigned_peptidase_inhibitors_(Synechococcus_sp._WH_8109)_[I87.UPW]#I87#{inhibitor_unit:_46-226}~source_W0GWM5~
5866089		MER0808567	MEROPS	family_I87_unassigned_peptidase_inhibitors_(Azorhizobium_caulinodans)_[I87.UPW]#I87#{inhibitor_unit:_69-343}~source_A8IAW0~
7078524		MER0447606	MEROPS	CTP_synthetase_(Prochlorococcus_marinus)_[C26.964]#C26#{peptidase_unit:_195-530}~source_YP_398279~
4981447		MER0089704	MEROPS	family_I39_unassigned_peptidase_inhibitors_(Spirosoma_linguale)_[I39.UPW]#I39#{inhibitor_unit:_70-253}~source_GEBA2500533865~
8323822		MER0196960	MEROPS	family_I39_unassigned_peptidase_inhibitors_(Spirosoma_linguale)_[I39.UPW]#I39#{inhibitor_unit:_79-266}~source_ADB40454~
10158831		MER0089704	MEROPS	family_I39_unassigned_peptidase_inhibitors_(Spirosoma_linguale)_[I39.UPW]#I39#{inhibitor_unit:_70-253}~source_GEBA2500533865~
8946467		MER0196988	MEROPS	family_I39_unassigned_peptidase_inhibitors_(Spirosoma_linguale)_[I39.UPW]#I39#{inhibitor_unit:_100-226}~source_ADB37620~
4490025		MER0003283	MEROPS	HslU_component_of_HslVU_peptidase_(Lactobacillus_leichmannii)_[X20.005]#X20#{peptidase_unit:_94-339}~source_HSLU_LACLE~
13173598		MER0295850	MEROPS	family_C26_non-peptidase_homologues_(Nematostella_vectensis)_[C26.UNW]#C26#{peptidase_unit:_61-329}~source_XP_001621066~
14549885		MER0234543	MEROPS	family_I39_unassigned_peptidase_inhibitors_(Pseudoxanthomonas_suwonensis)_[I39.UPW]#I39#{inhibitor_unit:_35-175}~source_YP_004145827~
5636996		MER0196960	MEROPS	family_I39_unassigned_peptidase_inhibitors_(Spirosoma_linguale)_[I39.UPW]#I39#{inhibitor_unit:_79-266}~source_ADB40454~
13239190		MER0195833	MEROPS	family_N11_unassigned_peptide_lyases_()_[N11.UPW]#N11#{peptidase_unit:_944-1048}~source_YP_003970177~
11568045		MER0234543	MEROPS	family_I39_unassigned_peptidase_inhibitors_(Pseudoxanthomonas_suwonensis)_[I39.UPW]#I39#{inhibitor_unit:_35-175}~source_YP_004145827~
492467		MER0125165	MEROPS	family_I39_unassigned_peptidase_inhibitors_(Haliangium_ochraceum)_[I39.UPW]#I39#{inhibitor_unit:_69-255}~source_GEBA2500502052~
5018496		MER0196960	MEROPS	family_I39_unassigned_peptidase_inhibitors_(Spirosoma_linguale)_[I39.UPW]#I39#{inhibitor_unit:_79-266}~source_ADB40454~
16323468		MER0089704	MEROPS	family_I39_unassigned_peptidase_inhibitors_(Spirosoma_linguale)_[I39.UPW]#I39#{inhibitor_unit:_70-253}~source_GEBA2500533865~
15602602		MER1072234	MEROPS	subfamily_S49C_non-peptidase_homologues_(Geomicrobium_sp._JCM_19037)_[S49.UNC]#S49C#{peptidase_unit:_90-226}~source_A0A061NBU9~
5149635		MER0234543	MEROPS	family_I39_unassigned_peptidase_inhibitors_(Pseudoxanthomonas_suwonensis)_[I39.UPW]#I39#{inhibitor_unit:_35-175}~source_YP_004145827~
824352		MER0234543	MEROPS	family_I39_unassigned_peptidase_inhibitors_(Pseudoxanthomonas_suwonensis)_[I39.UPW]#I39#{inhibitor_unit:_35-175}~source_YP_004145827~
10622051		MER0196960	MEROPS	family_I39_unassigned_peptidase_inhibitors_(Spirosoma_linguale)_[I39.UPW]#I39#{inhibitor_unit:_79-266}~source_ADB40454~
16422025		MER0800017	MEROPS	family_I87_unassigned_peptidase_inhibitors_(Skermanella_stibiiresistens)_[I87.UPW]#I87#{inhibitor_unit:_12-281}~source_W9HC41~
4166808		MER0417925	MEROPS	YME1L1_g.p._({Homo_sapiens})_and_similar_(Tarsius_syrichta)_[M41.026]#M41#{peptidase_unit:_304-447,_534-759}~source_ENSTSYP00000007435~
4166808		MER0417925	MEROPS	YME1L1_g.p._({Homo_sapiens})_and_similar_(Tarsius_syrichta)_[M41.026]#M41#{peptidase_unit:_304-447,_534-759}~source_ENSTSYP00000007435~
16127134		MER0196960	MEROPS	family_I39_unassigned_peptidase_inhibitors_(Spirosoma_linguale)_[I39.UPW]#I39#{inhibitor_unit:_79-266}~source_ADB40454~
234655		MER0024407	MEROPS	FtsH-SLR0228_peptidase_(Prochlorococcus_marinus)_[M41.017]#M41#{peptidase_unit:_391-637}~source_ZP_00104730~
7378110		MER0133173	MEROPS	family_I39_unassigned_peptidase_inhibitors_(Dyadobacter_fermentans)_[I39.UPW]#I39#{inhibitor_unit:_191-387}~source_GEBA2500511309~
6231271		MER0129416	MEROPS	family_I39_unassigned_peptidase_inhibitors_(Pedobacter_heparinus)_[I39.UPW]#I39#{inhibitor_unit:_69-253}~source_GEBA2500403902~
13800685		MER0795787	MEROPS	family_I87_unassigned_peptidase_inhibitors_(Puniceispirillum_marinum)_[I87.UPW]#I87#{inhibitor_unit:_84-355}~source_D5BRR4~
8951052		MER0196960	MEROPS	family_I39_unassigned_peptidase_inhibitors_(Spirosoma_linguale)_[I39.UPW]#I39#{inhibitor_unit:_79-266}~source_ADB40454~
9311564		MER0234543	MEROPS	family_I39_unassigned_peptidase_inhibitors_(Pseudoxanthomonas_suwonensis)_[I39.UPW]#I39#{inhibitor_unit:_35-175}~source_YP_004145827~
10556788		MER0875192	MEROPS	FtsH_peptidase_(Pelagibacter_ubique)_[M41.001]#M41#{peptidase_unit:_365-603}~source_W9E2H6~
7017873		MER0195833	MEROPS	family_N11_unassigned_peptide_lyases_()_[N11.UPW]#N11#{peptidase_unit:_944-1048}~source_YP_003970177~
9901528		MER0130581	MEROPS	family_I39_unassigned_peptidase_inhibitors_(Rhodothermus_marinus)_[I39.UPW]#I39#{inhibitor_unit:_79-258}~source_GEBA2500582436~
5936626		MER0807714	MEROPS	family_I87_unassigned_peptidase_inhibitors_(Prochlorococcus_marinus)_[I87.UPW]#I87#{inhibitor_unit:_28-207}~source_Q46GU0~
6362620		MER0196960	MEROPS	family_I39_unassigned_peptidase_inhibitors_(Spirosoma_linguale)_[I39.UPW]#I39#{inhibitor_unit:_79-266}~source_ADB40454~
7607871		MER0194706	MEROPS	family_I39_unassigned_peptidase_inhibitors_(Vibrio_antiquarius)_[I39.UPW]#I39#{inhibitor_unit:_29-157}~source_ACY52846~
10819153		MER0195833	MEROPS	family_N11_unassigned_peptide_lyases_()_[N11.UPW]#N11#{peptidase_unit:_944-1048}~source_YP_003970177~
10557017		MER0196960	MEROPS	family_I39_unassigned_peptidase_inhibitors_(Spirosoma_linguale)_[I39.UPW]#I39#{inhibitor_unit:_79-266}~source_ADB40454~
12818110		MER0808567	MEROPS	family_I87_unassigned_peptidase_inhibitors_(Azorhizobium_caulinodans)_[I87.UPW]#I87#{inhibitor_unit:_69-343}~source_A8IAW0~
10688213		MER1087907	MEROPS	bacterial_proteasome,_alpha_subunit_(Hydrocarboniphaga_effusa)_[T01.980]#T01A#{peptidase_unit:_4-203}~source_I7ZJJ7~
10131168		MER0469346	MEROPS	subfamily_M14B_non-peptidase_homologues_(Caldithrix_abyssi)_[M14.UNB]#M14B#{peptidase_unit:_19-109}~source_ZP_09549727~
15046390		MER0196960	MEROPS	family_I39_unassigned_peptidase_inhibitors_(Spirosoma_linguale)_[I39.UPW]#I39#{inhibitor_unit:_79-266}~source_ADB40454~
10229518		MER0196960	MEROPS	family_I39_unassigned_peptidase_inhibitors_(Spirosoma_linguale)_[I39.UPW]#I39#{inhibitor_unit:_79-266}~source_ADB40454~
8263467		MER0196999	MEROPS	family_I39_unassigned_peptidase_inhibitors_(Spirosoma_linguale)_[I39.UPW]#I39#{inhibitor_unit:_82-260}~source_ADB38947~
15013677		MER0196960	MEROPS	family_I39_unassigned_peptidase_inhibitors_(Spirosoma_linguale)_[I39.UPW]#I39#{inhibitor_unit:_79-266}~source_ADB40454~
4495151		MER0128801	MEROPS	family_I39_unassigned_peptidase_inhibitors_(Spirosoma_linguale)_[I39.UPW]#I39#{inhibitor_unit:_214-419}~source_GEBA2500529956~
2955060		MER0194025	MEROPS	family_I39_unassigned_peptidase_inhibitors_(Chitinophaga_pinensis)_[I39.UPW]#I39#{inhibitor_unit:_70-247}~source_ACU64130~
4003654		MER0196960	MEROPS	family_I39_unassigned_peptidase_inhibitors_(Spirosoma_linguale)_[I39.UPW]#I39#{inhibitor_unit:_79-266}~source_ADB40454~
6264665		MER0064575	MEROPS	family_I39_unassigned_peptidase_inhibitors_(Capnocytophaga_ochracea)_[I39.UPW]#I39#{inhibitor_unit:_68-226}~source_ACU92682~
8689501		MER0234543	MEROPS	family_I39_unassigned_peptidase_inhibitors_(Pseudoxanthomonas_suwonensis)_[I39.UPW]#I39#{inhibitor_unit:_35-175}~source_YP_004145827~
6166453		MER0417925	MEROPS	YME1L1_g.p._({Homo_sapiens})_and_similar_(Tarsius_syrichta)_[M41.026]#M41#{peptidase_unit:_304-447,_534-759}~source_ENSTSYP00000007435~
12818361		MER0194041	MEROPS	family_I39_unassigned_peptidase_inhibitors_(Chitinophaga_pinensis)_[I39.UPW]#I39#{inhibitor_unit:_67-253}~source_ACU64279~
11474874		MER0368632	MEROPS	family_M41_unassigned_peptidases_()_[M41.UPW]#M41#{peptidase_unit:_367-603}~source_YP_006757414~
7509978		MER0129291	MEROPS	family_I39_unassigned_peptidase_inhibitors_(Pedobacter_heparinus)_[I39.UPW]#I39#{inhibitor_unit:_81-278}~source_GEBA2500401369~
8001532		MER0196960	MEROPS	family_I39_unassigned_peptidase_inhibitors_(Spirosoma_linguale)_[I39.UPW]#I39#{inhibitor_unit:_79-266}~source_ADB40454~
10623018		MER0196960	MEROPS	family_I39_unassigned_peptidase_inhibitors_(Spirosoma_linguale)_[I39.UPW]#I39#{inhibitor_unit:_79-266}~source_ADB40454~
7739445		MER0194746	MEROPS	family_I39_unassigned_peptidase_inhibitors_(Vibrio_antiquarius)_[I39.UPW]#I39#{inhibitor_unit:_27-152}~source_ACY53940~
5511253		MER0194746	MEROPS	family_I39_unassigned_peptidase_inhibitors_(Vibrio_antiquarius)_[I39.UPW]#I39#{inhibitor_unit:_27-152}~source_ACY53940~
10524797		MER0196960	MEROPS	family_I39_unassigned_peptidase_inhibitors_(Spirosoma_linguale)_[I39.UPW]#I39#{inhibitor_unit:_79-266}~source_ADB40454~
3545234		MER0234543	MEROPS	family_I39_unassigned_peptidase_inhibitors_(Pseudoxanthomonas_suwonensis)_[I39.UPW]#I39#{inhibitor_unit:_35-175}~source_YP_004145827~
4855974		MER0234543	MEROPS	family_I39_unassigned_peptidase_inhibitors_(Pseudoxanthomonas_suwonensis)_[I39.UPW]#I39#{inhibitor_unit:_35-175}~source_YP_004145827~
7542983		MER0196975	MEROPS	family_I39_unassigned_peptidase_inhibitors_(Spirosoma_linguale)_[I39.UPW]#I39#{inhibitor_unit:_68-247}~source_ADB36268~
4724940		MER0300788	MEROPS	FtsH_peptidase_()_[M41.001]#M41#{peptidase_unit:_367-640}~source_ZP_09201121~
8624338		MER0234543	MEROPS	family_I39_unassigned_peptidase_inhibitors_(Pseudoxanthomonas_suwonensis)_[I39.UPW]#I39#{inhibitor_unit:_35-175}~source_YP_004145827~
9279707		MER0234543	MEROPS	family_I39_unassigned_peptidase_inhibitors_(Pseudoxanthomonas_suwonensis)_[I39.UPW]#I39#{inhibitor_unit:_35-175}~source_YP_004145827~
16881954		MER0196960	MEROPS	family_I39_unassigned_peptidase_inhibitors_(Spirosoma_linguale)_[I39.UPW]#I39#{inhibitor_unit:_79-266}~source_ADB40454~
8821051		MER0176947	MEROPS	family_M13_non-peptidase_homologues_(Stenotrophomonas_sp._SKA14)_[M13.UNW]#M13#{peptidase_unit:_20-668}~source_EED37117~
8821052		MER0178297	MEROPS	family_M13_unassigned_peptidases_(Stenotrophomonas_sp._SKA14)_[M13.UPW]#M13#{peptidase_unit:_45-700}~source_EED40737~
8821055		MER0234543	MEROPS	family_I39_unassigned_peptidase_inhibitors_(Pseudoxanthomonas_suwonensis)_[I39.UPW]#I39#{inhibitor_unit:_35-175}~source_YP_004145827~
4364622		MER0193018	MEROPS	family_I39_unassigned_peptidase_inhibitors_(Thermanaerovibrio_acidaminovorans)_[I39.UPW]#I39#{inhibitor_unit:_21-154}~source_ACZ19745~
13605212		MER0056997	MEROPS	family_I39_unassigned_peptidase_inhibitors_(Chitinophaga_pinensis)_[I39.UPW]#I39#{inhibitor_unit:_70-265}~source_GEBA2500543306~
1218911		MER0195833	MEROPS	family_N11_unassigned_peptide_lyases_()_[N11.UPW]#N11#{peptidase_unit:_944-1048}~source_YP_003970177~
3250563		MER0253464	MEROPS	dihydropyrimidinase_(Roseobacter_litoralis)_[M38.973]#M38#{peptidase_unit:_1-392}~source_YP_004691264~
170411		MER0196960	MEROPS	family_I39_unassigned_peptidase_inhibitors_(Spirosoma_linguale)_[I39.UPW]#I39#{inhibitor_unit:_79-266}~source_ADB40454~
8821164		MER0196960	MEROPS	family_I39_unassigned_peptidase_inhibitors_(Spirosoma_linguale)_[I39.UPW]#I39#{inhibitor_unit:_79-266}~source_ADB40454~
8722875		MER0194706	MEROPS	family_I39_unassigned_peptidase_inhibitors_(Vibrio_antiquarius)_[I39.UPW]#I39#{inhibitor_unit:_29-157}~source_ACY52846~
1448411		MER0196960	MEROPS	family_I39_unassigned_peptidase_inhibitors_(Spirosoma_linguale)_[I39.UPW]#I39#{inhibitor_unit:_79-266}~source_ADB40454~
825831		MER0800192	MEROPS	family_I87_unassigned_peptidase_inhibitors_(Prochlorococcus_marinus)_[I87.UPW]#I87#{inhibitor_unit:_28-169}~source_A0A0A2AAJ8~
11737582		MER0234543	MEROPS	family_I39_unassigned_peptidase_inhibitors_(Pseudoxanthomonas_suwonensis)_[I39.UPW]#I39#{inhibitor_unit:_35-175}~source_YP_004145827~
1055225		MER0493479	MEROPS	subfamily_S49B_unassigned_peptidases_(Prochlorococcus_marinus)_[S49.UPB]#S49B#{peptidase_unit:_1-269}~source_YP_001011666~
15047179		MER0196971	MEROPS	family_I39_unassigned_peptidase_inhibitors_(Spirosoma_linguale)_[I39.UPW]#I39#{inhibitor_unit:_183-357}~source_ADB40957~
2988560		MER0234543	MEROPS	family_I39_unassigned_peptidase_inhibitors_(Pseudoxanthomonas_suwonensis)_[I39.UPW]#I39#{inhibitor_unit:_35-175}~source_YP_004145827~
16063031		MER0234543	MEROPS	family_I39_unassigned_peptidase_inhibitors_(Pseudoxanthomonas_suwonensis)_[I39.UPW]#I39#{inhibitor_unit:_35-175}~source_YP_004145827~
8624724		MER0196960	MEROPS	family_I39_unassigned_peptidase_inhibitors_(Spirosoma_linguale)_[I39.UPW]#I39#{inhibitor_unit:_79-266}~source_ADB40454~
629362		MER0234543	MEROPS	family_I39_unassigned_peptidase_inhibitors_(Pseudoxanthomonas_suwonensis)_[I39.UPW]#I39#{inhibitor_unit:_35-175}~source_YP_004145827~
4561543		MER0194746	MEROPS	family_I39_unassigned_peptidase_inhibitors_(Vibrio_antiquarius)_[I39.UPW]#I39#{inhibitor_unit:_27-152}~source_ACY53940~
15997577		MER0194017	MEROPS	family_I39_unassigned_peptidase_inhibitors_(Chitinophaga_pinensis)_[I39.UPW]#I39#{inhibitor_unit:_175-372}~source_ACU63970~
334522		MER0182283	MEROPS	family_I39_unassigned_peptidase_inhibitors_(Desulfovibrio_magneticus)_[I39.UPW]#I39#{inhibitor_unit:_32-163}~source_BAH76254~
10099389		MER1013840	MEROPS	family_S14_unassigned_peptidases_(Prochlorococcus_sp._MIT_0604)_[S14.UPW]#S14#{peptidase_unit:_2-190}~source_A0A089P7K4~
1874633		MER0234543	MEROPS	family_I39_unassigned_peptidase_inhibitors_(Pseudoxanthomonas_suwonensis)_[I39.UPW]#I39#{inhibitor_unit:_35-175}~source_YP_004145827~
14818018		MER0075135	MEROPS	family_I39_unassigned_peptidase_inhibitors_(Spirosoma_linguale)_[I39.UPW]#I39#{inhibitor_unit:_74-244}~source_ADB40195~
14195444		MER0234543	MEROPS	family_I39_unassigned_peptidase_inhibitors_(Pseudoxanthomonas_suwonensis)_[I39.UPW]#I39#{inhibitor_unit:_35-175}~source_YP_004145827~
39682		MER0234543	MEROPS	family_I39_unassigned_peptidase_inhibitors_(Pseudoxanthomonas_suwonensis)_[I39.UPW]#I39#{inhibitor_unit:_35-175}~source_YP_004145827~
3513138		MER0203173	MEROPS	family_I39_unassigned_peptidase_inhibitors_(Shewanella_violacea)_[I39.UPW]#I39#{inhibitor_unit:_40-192}~source_BAJ02656~
6757332		MER0196960	MEROPS	family_I39_unassigned_peptidase_inhibitors_(Spirosoma_linguale)_[I39.UPW]#I39#{inhibitor_unit:_79-266}~source_ADB40454~
14130149		MER0807569	MEROPS	family_I87_unassigned_peptidase_inhibitors_(Zhouia_amylolytica)_[I87.UPW]#I87#{inhibitor_unit:_15-233}~source_W2UQF4~
12524519		MER0234543	MEROPS	family_I39_unassigned_peptidase_inhibitors_(Pseudoxanthomonas_suwonensis)_[I39.UPW]#I39#{inhibitor_unit:_35-175}~source_YP_004145827~
3742703		MER0855135	MEROPS	AtFtsH1_peptidase_(Prochlorococcus_sp._MIT_0604)_[M41.020]#M41#{peptidase_unit:_358-597}~source_A0A089P235~
4725780		MER0196960	MEROPS	family_I39_unassigned_peptidase_inhibitors_(Spirosoma_linguale)_[I39.UPW]#I39#{inhibitor_unit:_79-266}~source_ADB40454~
3775541		MER0366523	MEROPS	FtsH_peptidase_()_[M41.001]#M41#{peptidase_unit:_365-598}~source_YP_006756984~
8559680		MER0196975	MEROPS	family_I39_unassigned_peptidase_inhibitors_(Spirosoma_linguale)_[I39.UPW]#I39#{inhibitor_unit:_68-247}~source_ADB36268~
3972192		MER0133418	MEROPS	family_I39_unassigned_peptidase_inhibitors_(Dyadobacter_fermentans)_[I39.UPW]#I39#{inhibitor_unit:_79-235}~source_GEBA2500516206~
859235		MER0234543	MEROPS	family_I39_unassigned_peptidase_inhibitors_(Pseudoxanthomonas_suwonensis)_[I39.UPW]#I39#{inhibitor_unit:_35-175}~source_YP_004145827~
6560898		MER0064318	MEROPS	family_I39_unassigned_peptidase_inhibitors_(Capnocytophaga_ochracea)_[I39.UPW]#I39#{inhibitor_unit:_72-258}~source_ACU92186~
13048966		MER0133418	MEROPS	family_I39_unassigned_peptidase_inhibitors_(Dyadobacter_fermentans)_[I39.UPW]#I39#{inhibitor_unit:_79-235}~source_GEBA2500516206~
14785688		MER0328687	MEROPS	HflC_()_[I87.001]#I87#{inhibitor_unit:_30-284}~source_ZP_09200284~
6495466		MER0196960	MEROPS	family_I39_unassigned_peptidase_inhibitors_(Spirosoma_linguale)_[I39.UPW]#I39#{inhibitor_unit:_79-266}~source_ADB40454~
11541756		MER0808567	MEROPS	family_I87_unassigned_peptidase_inhibitors_(Azorhizobium_caulinodans)_[I87.UPW]#I87#{inhibitor_unit:_69-343}~source_A8IAW0~
10558816		MER0234543	MEROPS	family_I39_unassigned_peptidase_inhibitors_(Pseudoxanthomonas_suwonensis)_[I39.UPW]#I39#{inhibitor_unit:_35-175}~source_YP_004145827~
7675344		MER0493479	MEROPS	subfamily_S49B_unassigned_peptidases_(Prochlorococcus_marinus)_[S49.UPB]#S49B#{peptidase_unit:_1-269}~source_YP_001011666~
8166891		MER0413366	MEROPS	subfamily_S1A_non-peptidase_homologues_(Solanum_lycopersicum)_[S01.UNA]#S01A#{peptidase_unit:_283-413}~source_Solyc04g063360~
1285746		MER0803445	MEROPS	family_I87_unassigned_peptidase_inhibitors_()_[I87.UPW]#I87#{inhibitor_unit:_60-318}~source_Q5UF76~
4431545		MER0196999	MEROPS	family_I39_unassigned_peptidase_inhibitors_(Spirosoma_linguale)_[I39.UPW]#I39#{inhibitor_unit:_82-260}~source_ADB38947~
9445054		MER0140667	MEROPS	family_M17_unassigned_peptidases_(Pelagibacter_sp._HTCC7211)_[M17.UPW]#M17#{peptidase_unit:_68-485}~source_EDZ60497~
12558032		MER0024407	MEROPS	FtsH-SLR0228_peptidase_(Prochlorococcus_marinus)_[M41.017]#M41#{peptidase_unit:_391-637}~source_ZP_00104730~
11738943		MER0133325	MEROPS	family_I39_unassigned_peptidase_inhibitors_(Dyadobacter_fermentans)_[I39.UPW]#I39#{inhibitor_unit:_81-274}~source_GEBA2500513991~
7053145		MER0876929	MEROPS	FtsH_peptidase_(Rhodovulum_sp._NI22)_[M41.001]#M41#{peptidase_unit:_364-597}~source_A0A095DKP5~
12853188		MER0196960	MEROPS	family_I39_unassigned_peptidase_inhibitors_(Spirosoma_linguale)_[I39.UPW]#I39#{inhibitor_unit:_79-266}~source_ADB40454~
