gene_callers_id	NCBI_taxID	taxa
7698994	2626047	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Synechococcaceae; Synechococcus; NA; 
11958836	1501	Bacteria; Bacillota; Eubacteriales; Clostridia; Clostridiaceae; Clostridium; Clostridium pasteurianum; 
11401798	2569540	Bacteria; Thermodesulfobacteriota; Desulfobulbales; Desulfobulbia; Desulfocapsaceae; Desulfosediminicola; Desulfosediminicola ganghwensis; 
15989319	930805	Bacteria; Pseudomonadota; Cellvibrionales; Gammaproteobacteria; Halieaceae; Halioglobus; Halioglobus japonicus; 
8583751	2268451	Bacteria; Pseudomonadota; Candidatus Pelagibacterales; Alphaproteobacteria; Candidatus Pelagibacteraceae; Candidatus Pelagibacter; Candidatus Pelagibacter sp. FZCC0015; 
11631177	0	
195143	0	
7240271	1050657	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Synechococcaceae; Synechococcus; Synechococcus sp. A15-62; 
8911442	74546	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Prochlorococcaceae; Prochlorococcus; Prochlorococcus marinus; 
12778068	2854186	Bacteria; Pseudomonadota; Rhodobacterales; Alphaproteobacteria; Roseobacteraceae; Pseudosulfitobacter; NA; 
15006292	356	Bacteria; Pseudomonadota; Hyphomicrobiales; Alphaproteobacteria; NA; NA; NA; 
7699031	1922226	Bacteria; Pseudomonadota; Hyphomicrobiales; Alphaproteobacteria; Parvibaculaceae; Anderseniella; Anderseniella sp. Alg231-50; 
5798487	0	
3242591	1336795	Bacteria; Bacteroidota; Flavobacteriales; Flavobacteriia; Flavobacteriaceae; Formosa; Formosa sp. Hel3_A1_48; 
16677471	0	
16218720	0	
4422243	2547394	Bacteria; Bacteroidota; Flavobacteriales; Flavobacteriia; Flavobacteriaceae; Flavobacterium; Flavobacterium nackdongense; 
11369061	0	
14547564	286	Bacteria; Pseudomonadota; Pseudomonadales; Gammaproteobacteria; Pseudomonadaceae; Pseudomonas; NA; 
11172466	74546	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Prochlorococcaceae; Prochlorococcus; Prochlorococcus marinus; 
8649332	0	
5962367	2742	Bacteria; Pseudomonadota; Pseudomonadales; Gammaproteobacteria; Marinobacteraceae; Marinobacter; NA; 
16513670	59919	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Prochlorococcaceae; Prochlorococcus; Prochlorococcus marinus; 
2292361	2621553	Bacteria; Pseudomonadota; Lysobacterales; Gammaproteobacteria; Rhodanobacteraceae; Rhodanobacter; NA; 
10025633	1218	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Prochlorococcaceae; Prochlorococcus; NA; 
14711459	2563896	Bacteria; Pseudomonadota; Candidatus Pelagibacterales; Alphaproteobacteria; Candidatus Pelagibacteraceae; Candidatus Pelagibacter; Candidatus Pelagibacter giovannonii; 
4782759	0	
8387241	0	
16186034	225842	Bacteria; Bacteroidota; Flavobacteriales; Flavobacteriia; Flavobacteriaceae; Formosa; NA; 
12286644	204455	Bacteria; Pseudomonadota; Rhodobacterales; Alphaproteobacteria; NA; NA; NA; 
8977077	2304600	Bacteria; Pseudomonadota; Hyphomicrobiales; Alphaproteobacteria; Stappiaceae; Breoghania; Breoghania sp. L-A4; 
1571514	1002546	Bacteria; Pseudomonadota; Hyphomicrobiales; Alphaproteobacteria; Cohaesibacteraceae; Cohaesibacter; uncultured Cohaesibacter sp.; 
11729596	0	
16906940	2806551	Bacteria; Bacteroidota; Flavobacteriales; Flavobacteriia; Flavobacteriaceae; Polaribacter; Polaribacter sp. Q13; 
10746558	2626047	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Synechococcaceae; Synechococcus; NA; 
7928508	88688	Bacteria; Pseudomonadota; Caulobacterales; Alphaproteobacteria; Caulobacteraceae; Caulobacter; Caulobacter segnis; 
8944319	335992	Bacteria; Pseudomonadota; Candidatus Pelagibacterales; Alphaproteobacteria; Candidatus Pelagibacteraceae; Candidatus Pelagibacter; Candidatus Pelagibacter ubique; 
13892292	168934	Bacteria; Pseudomonadota; Rhodospirillales; Alphaproteobacteria; Thalassospiraceae; Thalassospira; NA; 
11893452	1673428	Archaea; Candidatus Thermoplasmatota; Thermoplasmatales; Thermoplasmata; Cuniculiplasmataceae; Cuniculiplasma; Cuniculiplasma divulgatum; 
10517197	0	
10320590	488538	Bacteria; Pseudomonadota; Candidatus Puniceispirillales; Alphaproteobacteria; Candidatus Puniceispirillaceae; Candidatus Puniceispirillum; Candidatus Puniceispirillum marinum; 
654029	2749086	Bacteria; Pseudomonadota; Maricaulales; Alphaproteobacteria; Maricaulaceae; Hyphobacterium; Hyphobacterium sp. CCMP332; 
10025682	1501268	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Prochlorococcaceae; Prochlorococcus; Prochlorococcus sp. MIT 0604; 
10025684	2065378	Bacteria; Pseudomonadota; Hyphomicrobiales; Alphaproteobacteria; Stappiaceae; Breoghania; Breoghania sp.; 
9108181	1041	Bacteria; Pseudomonadota; Sphingomonadales; Alphaproteobacteria; Erythrobacteraceae; Erythrobacter; NA; 
12679894	0	
10386133	2426	Bacteria; Pseudomonadota; Cellvibrionales; Gammaproteobacteria; Cellvibrionaceae; Teredinibacter; Teredinibacter turnerae; 
11336410	13689	Bacteria; Pseudomonadota; Sphingomonadales; Alphaproteobacteria; Sphingomonadaceae; Sphingomonas; Sphingomonas paucimobilis; 
3603169	1002672	Bacteria; Pseudomonadota; Candidatus Pelagibacterales; Alphaproteobacteria; Candidatus Pelagibacteraceae; Candidatus Pelagibacter; Candidatus Pelagibacter sp. IMCC9063; 
4586214	0	
13208618	3096220	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Prochlorococcaceae; Prochlorococcus; Prochlorococcus sp. MIT 1314; 
2788398	167542	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Prochlorococcaceae; Prochlorococcus; Prochlorococcus marinus; 
166961	40214	Bacteria; Pseudomonadota; Moraxellales; Gammaproteobacteria; Moraxellaceae; Acinetobacter; Acinetobacter johnsonii; 
12553267	2587163	Bacteria; Pseudomonadota; Rhodobacterales; Alphaproteobacteria; Roseobacteraceae; Oceanicola; Oceanicola sp. D3; 
11963445	2742	Bacteria; Pseudomonadota; Pseudomonadales; Gammaproteobacteria; Marinobacteraceae; Marinobacter; NA; 
1117240	0	
8555579	74546	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Prochlorococcaceae; Prochlorococcus; Prochlorococcus marinus; 
8490047	3096220	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Prochlorococcaceae; Prochlorococcus; Prochlorococcus sp. MIT 1314; 
11766848	1280380	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Synechococcaceae; Synechococcus; Synechococcus sp. KORDI-100; 
10161221	490095	Bacteria; Verrucomicrobiota; Verrucomicrobiales; Verrucomicrobiia; Verrucomicrobiaceae; Haloferula; Haloferula helveola; 
527431	716816	Bacteria; Pseudomonadota; Cellvibrionales; Gammaproteobacteria; Spongiibacteraceae; Oceanicoccus; Oceanicoccus sagamiensis; 
1051723	0	
9440336	74546	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Prochlorococcaceae; Prochlorococcus; Prochlorococcus marinus; 
15699029	441209	Bacteria; Pseudomonadota; Rhodobacterales; Alphaproteobacteria; Paracoccaceae; Roseinatronobacter; Roseinatronobacter bogoriensis; 
14191705	0	
10292315	0	
11078747	1501268	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Prochlorococcaceae; Prochlorococcus; Prochlorococcus sp. MIT 0604; 
6851677	0	
10194017	166309	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Synechococcaceae; Synechococcus; Synechococcus sp. MIT S9220; 
7507042	0	
7834723	146891	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Prochlorococcaceae; Prochlorococcus; Prochlorococcus marinus; 
3312741	2268451	Bacteria; Pseudomonadota; Candidatus Pelagibacterales; Alphaproteobacteria; Candidatus Pelagibacteraceae; Candidatus Pelagibacter; Candidatus Pelagibacter sp. FZCC0015; 
5082221	2518989	Bacteria; Pseudomonadota; Cellvibrionales; Gammaproteobacteria; Halieaceae; Aequoribacter; Aequoribacter fuscus; 
625773	316279	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Synechococcaceae; Synechococcus; Synechococcus sp. CC9902; 
10095727	1002546	Bacteria; Pseudomonadota; Hyphomicrobiales; Alphaproteobacteria; Cohaesibacteraceae; Cohaesibacter; uncultured Cohaesibacter sp.; 
8359023	0	
4689005	0	
7605371	0	
7572604	0	
11799677	155977	Bacteria; Cyanobacteriota; Acaryochloridales; Cyanophyceae; Acaryochloridaceae; Acaryochloris; NA; 
2231422	60136	Bacteria; Pseudomonadota; Rhodobacterales; Alphaproteobacteria; Roseobacteraceae; Sulfitobacter; NA; 
6360191	167546	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Prochlorococcaceae; Prochlorococcus; Prochlorococcus marinus; 
1019008	2708301	Bacteria; Pseudomonadota; Cellvibrionales; Gammaproteobacteria; Halieaceae; Kineobactrum; Kineobactrum salinum; 
16223361	0	
167042	2268451	Bacteria; Pseudomonadota; Candidatus Pelagibacterales; Alphaproteobacteria; Candidatus Pelagibacteraceae; Candidatus Pelagibacter; Candidatus Pelagibacter sp. FZCC0015; 
5475460	0	
2231431	1579316	Bacteria; Pseudomonadota; Rhodobacterales; Alphaproteobacteria; Roseobacteraceae; Falsihalocynthiibacter; Falsihalocynthiibacter arcticus; 
2231432	1579316	Bacteria; Pseudomonadota; Rhodobacterales; Alphaproteobacteria; Roseobacteraceae; Falsihalocynthiibacter; Falsihalocynthiibacter arcticus; 
10423435	3096220	Bacteria; Cyanobacteriota; Synechococcales; Cyanophyceae; Prochlorococcaceae; Prochlorococcus; Prochlorococcus sp. MIT 1314; 
15830158	1336795	Bacteria; Bacteroidota; Flavobacteriales; Flavobacteriia; Flavobacteriaceae; Formosa; Formosa sp. Hel3_A1_48; 
15830161	1336794	Bacteria; Bacteroidota; Flavobacteriales; Flavobacteriia; Flavobacteriaceae; Formosa; Formosa sp. Hel1_33_131; 
11340960	1457365	Bacteria; Balneolota; Balneolales; Balneolia; Cyclonatronaceae; Cyclonatronum; Cyclonatronum proteinivorum; 
