gene_callers_id	source	accession	function
12882568	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases
15929786	SUPERFAMILY	SSF47729	IHF-like DNA-binding proteins
8688384	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases
4658000	SUPERFAMILY	SSF52029	GroEL apical domain-like
4658000	SUPERFAMILY	SSF54849	GroEL-intermediate domain like
4658000	SUPERFAMILY	SSF48592	GroEL equatorial domain-like
16093992	SUPERFAMILY	SSF101874	YceI-like
6165072	SUPERFAMILY	SSF50249	Nucleic acid-binding proteins
6165072	SUPERFAMILY	SSF54211	Ribosomal protein S5 domain 2-like
6165072	SUPERFAMILY	SSF55666	Ribonuclease PH domain 2-like
6165072	SUPERFAMILY	SSF54791	Eukaryotic type KH-domain (KH-domain type I)
6165072	SUPERFAMILY	SSF55666	Ribonuclease PH domain 2-like
13243021	SUPERFAMILY	SSF49464	Carboxypeptidase regulatory domain-like
13243021	SUPERFAMILY	SSF56935	Porins
3477924	SUPERFAMILY	SSF56935	Porins
10130014	SUPERFAMILY	SSF53383	PLP-dependent transferases
13800256	SUPERFAMILY	SSF56935	Porins
5378878	SUPERFAMILY	SSF54570	Ribosomal protein S19
10588627	SUPERFAMILY	SSF140990	FtsH protease domain-like
10588627	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases
8852244	SUPERFAMILY	SSF50249	Nucleic acid-binding proteins
8852244	SUPERFAMILY	SSF50249	Nucleic acid-binding proteins
8852244	SUPERFAMILY	SSF50249	Nucleic acid-binding proteins
5050953	SUPERFAMILY	SSF103088	OmpA-like
2855376	SUPERFAMILY	SSF48452	TPR-like
8851958	SUPERFAMILY	SSF48452	TPR-like
8851958	SUPERFAMILY	SSF48452	TPR-like
12817130	SUPERFAMILY	SSF53822	Periplasmic binding protein-like I
12063327	SUPERFAMILY	SSF53850	Periplasmic binding protein-like II
14521084	SUPERFAMILY	SSF117892	Band 7/SPFH domain
15405839	SUPERFAMILY	SSF52283	Formate/glycerate dehydrogenase catalytic domain-like
15405839	SUPERFAMILY	SSF143548	Serine metabolism enzymes domain
15405839	SUPERFAMILY	SSF51735	NAD(P)-binding Rossmann-fold domains
13243022	SUPERFAMILY	SSF48452	TPR-like
332515	SUPERFAMILY	SSF55347	Glyceraldehyde-3-phosphate dehydrogenase-like, C-terminal domain
332515	SUPERFAMILY	SSF51735	NAD(P)-binding Rossmann-fold domains
234178	SUPERFAMILY	SSF54849	GroEL-intermediate domain like
234178	SUPERFAMILY	SSF52029	GroEL apical domain-like
234178	SUPERFAMILY	SSF48592	GroEL equatorial domain-like
9408949	SUPERFAMILY	SSF55931	Glutamine synthetase/guanido kinase
14324461	SUPERFAMILY	SSF56935	Porins
16650906	SUPERFAMILY	SSF56935	Porins
8491722	SUPERFAMILY	SSF53822	Periplasmic binding protein-like I
14717374	SUPERFAMILY	SSF52490	Tubulin nucleotide-binding domain-like
14717374	SUPERFAMILY	SSF55307	Tubulin C-terminal domain-like
103046	SUPERFAMILY	SSF56935	Porins
1839634	SUPERFAMILY	SSF53850	Periplasmic binding protein-like II
9376424	SUPERFAMILY	SSF64518	Phase 1 flagellin
201483	SUPERFAMILY	SSF52029	GroEL apical domain-like
201483	SUPERFAMILY	SSF54849	GroEL-intermediate domain like
201483	SUPERFAMILY	SSF48592	GroEL equatorial domain-like
4821478	SUPERFAMILY	SSF54211	Ribosomal protein S5 domain 2-like
4821478	SUPERFAMILY	SSF88697	PUA domain-like
4821478	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases
3150660	SUPERFAMILY	SSF52029	GroEL apical domain-like
3150660	SUPERFAMILY	SSF48592	GroEL equatorial domain-like
7607012	SUPERFAMILY	SSF46915	Polynucleotide phosphorylase/guanosine pentaphosphate synthase (PNPase/GPSI), domain 3
7607012	SUPERFAMILY	SSF54791	Eukaryotic type KH-domain (KH-domain type I)
7607012	SUPERFAMILY	SSF54211	Ribosomal protein S5 domain 2-like
7607012	SUPERFAMILY	SSF50249	Nucleic acid-binding proteins
7607012	SUPERFAMILY	SSF55666	Ribonuclease PH domain 2-like
7607012	SUPERFAMILY	SSF55666	Ribonuclease PH domain 2-like
7607012	SUPERFAMILY	SSF54211	Ribosomal protein S5 domain 2-like
6984429	SUPERFAMILY	SSF52490	Tubulin nucleotide-binding domain-like
6984429	SUPERFAMILY	SSF55307	Tubulin C-terminal domain-like
4297249	SUPERFAMILY	SSF47729	IHF-like DNA-binding proteins
16159528	SUPERFAMILY	SSF54999	Ribosomal protein S10
14029414	SUPERFAMILY	SSF47917	C-terminal domain of alpha and beta subunits of F1 ATP synthase
14029414	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases
14029414	SUPERFAMILY	SSF50615	N-terminal domain of alpha and beta subunits of F1 ATP synthase
9081409	SUPERFAMILY	SSF103025	Folate-binding domain
9081409	SUPERFAMILY	SSF101790	Aminomethyltransferase beta-barrel domain
9736775	SUPERFAMILY	SSF56935	Porins
12517964	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases
4325997	SUPERFAMILY	SSF53850	Periplasmic binding protein-like II
8323822	SUPERFAMILY	SSF56935	Porins
11764345	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases
11764345	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases
7078524	SUPERFAMILY	SSF52317	Class I glutamine amidotransferase-like
7078524	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases
10879673	SUPERFAMILY	SSF53067	Actin-like ATPase domain
10879673	SUPERFAMILY	SSF53067	Actin-like ATPase domain
3703634	SUPERFAMILY	SSF52218	Flavoproteins
6291958	SUPERFAMILY	SSF56935	Porins
5866089	SUPERFAMILY	SSF117892	Band 7/SPFH domain
10519054	SUPERFAMILY	SSF53850	Periplasmic binding protein-like II
14549885	SUPERFAMILY	SSF56935	Porins
11698975	SUPERFAMILY	SSF111352	Ammonium transporter
4981447	SUPERFAMILY	SSF56935	Porins
4981447	SUPERFAMILY	SSF49464	Carboxypeptidase regulatory domain-like
492467	SUPERFAMILY	SSF56935	Porins
1868282	SUPERFAMILY	SSF50447	Translation proteins
1868282	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases
1868282	SUPERFAMILY	SSF50465	EF-Tu/eEF-1alpha/eIF2-gamma C-terminal domain
6685611	SUPERFAMILY	SSF64234	Photosystem I subunit PsaD
1475490	SUPERFAMILY	SSF50715	Ribosomal protein L25-like
1803149	SUPERFAMILY	SSF56935	Porins
6357514	SUPERFAMILY	SSF53850	Periplasmic binding protein-like II
1573573	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases
1573573	SUPERFAMILY	SSF50331	MOP-like
2491137	SUPERFAMILY	SSF53850	Periplasmic binding protein-like II
10158831	SUPERFAMILY	SSF56935	Porins
10158831	SUPERFAMILY	SSF49464	Carboxypeptidase regulatory domain-like
4490025	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases
3572237	SUPERFAMILY	SSF55326	PurM N-terminal domain-like
3572237	SUPERFAMILY	SSF55326	PurM N-terminal domain-like
3572237	SUPERFAMILY	SSF56042	PurM C-terminal domain-like
3572237	SUPERFAMILY	SSF56042	PurM C-terminal domain-like
4325881	SUPERFAMILY	SSF54814	Prokaryotic type KH domain (KH-domain type II)
4325881	SUPERFAMILY	SSF54821	Ribosomal protein S3 C-terminal domain
8618623	SUPERFAMILY	SSF56954	Outer membrane efflux proteins (OEP)
11568045	SUPERFAMILY	SSF56935	Porins
9142866	SUPERFAMILY	SSF56935	Porins
10355576	SUPERFAMILY	SSF51604	Enolase C-terminal domain-like
10355576	SUPERFAMILY	SSF54826	Enolase N-terminal domain-like
914	SUPERFAMILY	SSF53850	Periplasmic binding protein-like II
3899941	SUPERFAMILY	SSF52172	CheY-like
12059231	SUPERFAMILY	SSF117892	Band 7/SPFH domain
10552123	SUPERFAMILY	SSF47729	IHF-like DNA-binding proteins
15696707	SUPERFAMILY	SSF56935	Porins
16909089	SUPERFAMILY	SSF110296	Oligoxyloglucan reducing end-specific cellobiohydrolase
6095336	SUPERFAMILY	SSF48592	GroEL equatorial domain-like
6095336	SUPERFAMILY	SSF52029	GroEL apical domain-like
10846792	SUPERFAMILY	SSF109604	HD-domain/PDEase-like
10846792	SUPERFAMILY	SSF53067	Actin-like ATPase domain
10846792	SUPERFAMILY	SSF53067	Actin-like ATPase domain
12223266	SUPERFAMILY	SSF81321	Family A G protein-coupled receptor-like
5636996	SUPERFAMILY	SSF56935	Porins
16909102	SUPERFAMILY	SSF56553	Insert subdomain of RNA polymerase alpha subunit
16909102	SUPERFAMILY	SSF55257	RBP11-like subunits of RNA polymerase
16909102	SUPERFAMILY	SSF47789	C-terminal domain of RNA polymerase alpha subunit
6882105	SUPERFAMILY	SSF56935	Porins
13239190	SUPERFAMILY	SSF64484	beta and beta-prime subunits of DNA dependent RNA-polymerase
15106614	SUPERFAMILY	SSF110296	Oligoxyloglucan reducing end-specific cellobiohydrolase
4260698	SUPERFAMILY	SSF64484	beta and beta-prime subunits of DNA dependent RNA-polymerase
4326157	SUPERFAMILY	SSF56935	Porins
4916031	SUPERFAMILY	SSF56935	Porins
8979197	SUPERFAMILY	SSF53850	Periplasmic binding protein-like II
754259	SUPERFAMILY	SSF53720	ALDH-like
8946467	SUPERFAMILY	SSF56935	Porins
1901096	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases
2523633	SUPERFAMILY	SSF56935	Porins
5898969	SUPERFAMILY	SSF50104	Translation proteins SH3-like domain
16483098	SUPERFAMILY	SSF54368	Glutamine synthetase, N-terminal domain
16483098	SUPERFAMILY	SSF55931	Glutamine synthetase/guanido kinase
7537373	SUPERFAMILY	SSF103088	OmpA-like
9208353	SUPERFAMILY	SSF140990	FtsH protease domain-like
9208353	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases
16417256	SUPERFAMILY	SSF52029	GroEL apical domain-like
16417256	SUPERFAMILY	SSF54849	GroEL-intermediate domain like
16417256	SUPERFAMILY	SSF48592	GroEL equatorial domain-like
5964386	SUPERFAMILY	SSF64518	Phase 1 flagellin
11731636	SUPERFAMILY	SSF53448	Nucleotide-diphospho-sugar transferases
13140722	SUPERFAMILY	SSF56935	Porins
12223308	SUPERFAMILY	SSF52833	Thioredoxin-like
12223308	SUPERFAMILY	SSF117856	AF0104/ALDC/Ptd012-like
3572225	SUPERFAMILY	SSF56935	Porins
6161287	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases
6161287	SUPERFAMILY	SSF50465	EF-Tu/eEF-1alpha/eIF2-gamma C-terminal domain
6161287	SUPERFAMILY	SSF50447	Translation proteins
10027829	SUPERFAMILY	SSF53686	Tryptophan synthase beta subunit-like PLP-dependent enzymes
918192	SUPERFAMILY	SSF47789	C-terminal domain of RNA polymerase alpha subunit
918192	SUPERFAMILY	SSF55257	RBP11-like subunits of RNA polymerase
918192	SUPERFAMILY	SSF56553	Insert subdomain of RNA polymerase alpha subunit
10912421	SUPERFAMILY	SSF82153	FAS1 domain
4325871	SUPERFAMILY	SSF54768	dsRNA-binding domain-like
4325871	SUPERFAMILY	SSF54211	Ribosomal protein S5 domain 2-like
11862956	SUPERFAMILY	SSF50939	Sialidases
11862956	SUPERFAMILY	SSF110296	Oligoxyloglucan reducing end-specific cellobiohydrolase
10355246	SUPERFAMILY	SSF52029	GroEL apical domain-like
10355246	SUPERFAMILY	SSF48592	GroEL equatorial domain-like
230319	SUPERFAMILY	SSF54211	Ribosomal protein S5 domain 2-like
230319	SUPERFAMILY	SSF54791	Eukaryotic type KH-domain (KH-domain type I)
230319	SUPERFAMILY	SSF54211	Ribosomal protein S5 domain 2-like
230319	SUPERFAMILY	SSF55666	Ribonuclease PH domain 2-like
230319	SUPERFAMILY	SSF55666	Ribonuclease PH domain 2-like
9110113	SUPERFAMILY	SSF50249	Nucleic acid-binding proteins
9110113	SUPERFAMILY	SSF50249	Nucleic acid-binding proteins
14123859	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases
14123859	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases
5178224	SUPERFAMILY	SSF50998	Quinoprotein alcohol dehydrogenase-like
10912397	SUPERFAMILY	SSF56935	Porins
5210712	SUPERFAMILY	SSF52313	Ribosomal protein S2
492183	SUPERFAMILY	SSF53850	Periplasmic binding protein-like II
8946440	SUPERFAMILY	SSF49503	Cupredoxins
8946440	SUPERFAMILY	SSF49503	Cupredoxins
8946440	SUPERFAMILY	SSF49503	Cupredoxins
6194064	SUPERFAMILY	SSF56935	Porins
10060381	SUPERFAMILY	SSF56935	Porins
10715792	SUPERFAMILY	SSF56935	Porins
5210709	SUPERFAMILY	SSF100920	Heat shock protein 70kD (HSP70), peptide-binding domain
5210709	SUPERFAMILY	SSF53067	Actin-like ATPase domain
